town,ward,precinct,office,district,party,candidate,votes
Gloucester,4,1,U.S. House,6th,,Blank Votes,96
Winthrop,-,3,U.S. House,7th,Democratic,Edward J. Markey,1046
Springfield,5,D,State House,9th Hampden,,Total Votes Cast,977
W. Boylston,-,1,State Senate,1st Worcester,,All Others,21
Dartmouth,-,8,State House,9th Bristol,,All Others,9
Montague,-,4,U.S. Senate,,,Blank Votes,16
Fall River,2,C,State Senate,1st Bristol and Plymouth,,Total Votes Cast,1133
Boston,1,3,President,,,Total Votes Cast,1062
Swampscott,-,4,Governor's Council,5th,Democratic,Mary-Ellen Manning,857
TOTALS,,,State House,16th Suffolk,,Total Votes Cast,15819
New Bedford,2,E,U.S. Senate,,Republican,Jeffrey K. Beatty,161
Lynn,5,2,U.S. House,6th,Republican,"Richard A. Baker, Jr.",56
Waltham,1,1,President,,Green-Rainbow,McKinney and Clemente,4
Quincy,6,1,President,,Democratic,Obama and Biden,672
Boston,18,20,President,,Constitution Party,Baldwin and Castle,4
Springfield,7,F,U.S. House,2nd,Democratic,Richard E. Neal,929
Watertown,-,10,President,,,Total Votes Cast,1488
Westborough,-,5,President,,Unenrolled,Nader and Gonzalez,28
Danvers,-,5,State Senate,2nd Essex,,All Others,21
Taunton,2,B,Governor's Council,1st,,Total Votes Cast,1078
Arlington,-,13,President,,,No Preference,0
Waltham,9,2,State Senate,3rd Middlesex,Republican,Sandra B. Martinez,213
TOTALS,,,State House,14th Essex,,Blank Votes,4875
Brockton,6,C,President,,,No Preference,0
Southbridge,-,2,State House,6th Worcester,Democratic,Geraldo Alicea,812
Montgomery,-,1,State House,1st Hampshire,,Total Votes Cast,515
Mansfield,-,5,State Senate,Bristol and Norfolk,,Blank Votes,175
Andover,-,7,U.S. House,5th,,Total Votes Cast,2071
S. Hadley,-,E,Governor's Council,8th,Republican,Michael Franco,638
Boston,18,7,State Senate,Suffolk and Norfolk,Democratic,Marian Walsh,645
Auburn,-,2,President,,,No Preference,0
Worcester,10,5,U.S. Senate,,Democratic,John F. Kerry,553
Malden,1,2,U.S. House,7th,,Total Votes Cast,1241
Springfield,1,B,Governor's Council,8th,,All Others,5
Boston,21,4,U.S. House,8th,,All Others,9
Springfield,1,H,President,,Libertarian,Barr and Root,1
N. Andover,-,5,President,,Green-Rainbow,McKinney and Clemente,3
Holden,-,2,Governor's Council,7th,,All Others,8
Haverhill,4,1,U.S. House,5th,,All Others,0
Lowell,6,1,U.S. House,5th,,Blank Votes,282
Andover,-,1,President,,Republican,McCain and Palin,711
Malden,1,2,U.S. Senate,,,Blank Votes,49
Northborough,-,3,Governor's Council,3rd,,Total Votes Cast,2056
Brockton,1,D,U.S. House,9th,,All Others,6
Foxborough,-,3,U.S. House,4th,Democratic,Barney Frank,1000
Worcester,6,3,State Senate,2nd Worcester,Green-Rainbow,Steven W. Baer,66
Barnstable,-,11,U.S. House,10th,Democratic,William D. Delahunt,1722
New Bedford,5,E,State Senate,2nd Bristol and Plymouth,,All Others,5
Acton,-,5,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1269
Everett,5,1,President,,Libertarian,Barr and Root,2
Chelsea,1,2,State Senate,"Middlesex, Suffolk and Essex",,All Others,0
Springfield,7,C,U.S. Senate,,Republican,Jeffrey K. Beatty,357
Holbrook,-,4,U.S. House,9th,,All Others,2
Concord,-,1,President,,Green-Rainbow,McKinney and Clemente,2
Boston,21,8,President,,,Blank Votes,2
Norwood,-,6,State House,12th Norfolk,,All Others,22
Douglas,-,2,President,,Constitution Party,Baldwin and Castle,3
Somerville,1,3,President,,Unenrolled,Nader and Gonzalez,7
Brockton,6,B,U.S. Senate,,,Total Votes Cast,1351
Boston,22,3,U.S. Senate,,,Blank Votes,58
Paxton,-,1,U.S. House,3rd,Democratic,James P. McGovern,1865
Boston,20,6,President,,Democratic,Obama and Biden,817
Somerville,3,2,President,,,No Preference,0
Tewksbury,-,4A,U.S. House,5th,,Blank Votes,439
Rockport,-,1,U.S. House,6th,,All Others,1
Methuen,-,12,President,,,No Preference,0
Weston,-,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1099
Winchendon,-,1,President,,Unenrolled,Nader and Gonzalez,17
Methuen,-,11,Governor's Council,5th,,Total Votes Cast,2042
Newbury,-,2,President,,Libertarian,Barr and Root,13
Methuen,-,11,U.S. House,5th,Democratic,Nicola S. Tsongas,1452
Falmouth,-,3,State House,3rd Barnstable,,All Others,3
Marblehead,-,3,State House,8th Essex,,Total Votes Cast,1579
Grafton,-,2,U.S. Senate,,Democratic,John F. Kerry,1437
Boston,15,5,State Senate,1st Suffolk,,All Others,2
Amesbury,-,5,President,,,Total Votes Cast,1621
Bernardston,-,1,U.S. Senate,,,Blank Votes,24
Medford,1,2,President,,Constitution Party,Baldwin and Castle,3
Amherst,-,7,State House,3rd Hampshire,,Total Votes Cast,1454
Wilbraham,-,B,U.S. Senate,,Libertarian,Robert J. Underwood,110
Boxford,-,2,State Senate,1st Essex and Middlesex,,All Others,17
Attleboro,3,A,President,,,Blank Votes,8
Boston,22,1,State Senate,"Middlesex, Suffolk and Essex",,Blank Votes,360
Lowell,8,1,State Senate,1st Middlesex,,Blank Votes,138
Mashpee,-,2,U.S. House,10th,Democratic,William D. Delahunt,1309
Braintree,-,5,State Senate,"Norfolk, Bristol and Plymouth",,Total Votes Cast,1652
New Bedford,3,B,President,,Green-Rainbow,McKinney and Clemente,2
Grafton,-,2,U.S. Senate,,Republican,Jeffrey K. Beatty,1092
Ashland,-,4,U.S. Senate,,Democratic,John F. Kerry,1338
Brockton,6,A,State House,10th Plymouth,,Blank Votes,222
Quincy,2,2,President,,,Blank Votes,36
Bourne,-,3,State House,2nd Plymouth,,Total Votes Cast,1323
Templeton,-,A,President,,,Total Votes Cast,2086
Chelmsford,-,3,President,,Republican,McCain and Palin,946
Lawrence,C,1,U.S. Senate,,,All Others,0
Natick,-,6,State House,5th Middlesex,,All Others,30
Falmouth,-,4,U.S. Senate,,,All Others,1
Hudson,-,1,President,,Constitution Party,Baldwin and Castle,5
Boston,7,1,U.S. Senate,,,Total Votes Cast,934
Millville,-,1,President,,,Total Votes Cast,1547
Ludlow,-,6,Governor's Council,8th,,Blank Votes,314
Boston,11,8,State Senate,2nd Suffolk,,All Others,2
Dover,-,1,Governor's Council,2nd,,Total Votes Cast,3428
Amesbury,-,3,President,,Libertarian,Barr and Root,14
Weymouth,-,9,Governor's Council,4th,,Total Votes Cast,1700
TOTALS,,,State House,4th Barnstable,,Blank Votes,1224
Rutland,-,1,U.S. Senate,,Democratic,John F. Kerry,1072
Oxford,-,3,President,,Democratic,Obama and Biden,870
Framingham,-,9,President,,Constitution Party,Baldwin and Castle,3
New Bedford,1,A,Governor's Council,1st,,All Others,13
Whitman,-,1,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",1420
Greenfield,-,3,U.S. Senate,,,All Others,1
Boston,1,13,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,1035
Boston,18,7,State Senate,Suffolk and Norfolk,,Blank Votes,230
Springfield,4,E,State House,11th Hampden,Democratic,Benjamin Swan,528
Weymouth,-,16,President,,Unenrolled,Nader and Gonzalez,19
E. Bridgewater,-,2,State Senate,2nd Plymouth and Bristol,,All Others,12
Templeton,-,A,U.S. House,1st,,Blank Votes,91
Brimfield,-,1,U.S. House,2nd,,Total Votes Cast,2049
Quincy,3,1,U.S. Senate,,Democratic,John F. Kerry,1102
Leominster,2,A,President,,Libertarian,Barr and Root,2
Andover,-,1,President,,,Blank Votes,3
Medway,-,3,President,,,No Preference,0
Westford,-,6,State House,2nd Middlesex,Democratic,James Arciero,1064
Dartmouth,-,5,President,,Constitution Party,Baldwin and Castle,1
Boston,5,3,President,,,All Others,8
Scituate,-,5,U.S. Senate,,Libertarian,Robert J. Underwood,39
Deerfield,-,1,State House,1st Franklin,,Total Votes Cast,3075
N. Andover,-,4,U.S. House,6th,,Total Votes Cast,2136
N. Andover,-,1,U.S. House,6th,,All Others,3
Worcester,1,5,U.S. Senate,,Republican,Jeffrey K. Beatty,543
Boston,21,11,Governor's Council,3rd,,Total Votes Cast,990
Boston,21,2,President,,,All Others,0
Arlington,-,16,President,,,All Others,10
Springfield,8,D,State House,9th Hampden,,Blank Votes,142
TOTALS,,,State House,12th Norfolk,,Blank Votes,6623
Brookline,-,1,President,,Green-Rainbow,McKinney and Clemente,4
Cambridge,5,2,U.S. House,8th,Democratic,Michael E. Capuano,1389
Boston,1,14,State House,1st Suffolk,,Blank Votes,143
Arlington,-,7,State House,23rd Middlesex,,Blank Votes,0
Boston,6,3,State Senate,1st Suffolk,,Total Votes Cast,952
Watertown,-,5,U.S. Senate,,Libertarian,Robert J. Underwood,44
Boston,8,2,Governor's Council,4th,,All Others,13
Pittsfield,1,A,State House,3rd Berkshire,Democratic,Christopher N. Speranzo,1040
Burlington,-,1,President,,Republican,McCain and Palin,1073
Westport,-,B,State House,8th Bristol,Democratic,Michael J. Rodrigues,1513
Mansfield,-,4,State Senate,Bristol and Norfolk,,All Others,3
Pembroke,-,4,U.S. Senate,,Republican,Jeffrey K. Beatty,793
Chicopee,9,A,State House,8th Hampden,,Total Votes Cast,1382
Chicopee,8,A,President,,Libertarian,Barr and Root,6
Brockton,3,A,President,,,All Others,2
Falmouth,-,2,State House,"Barnstable, Dukes and Nantucket",Democratic,Daniel James Larkosh,772
Worcester,2,4,President,,Libertarian,Barr and Root,5
Auburn,-,4,State House,7th Worcester,Democratic,Daniel S. Carpenter,592
Brookfield,-,1,U.S. Senate,,,Blank Votes,51
Everett,6,1,U.S. Senate,,,Total Votes Cast,783
Kingston,-,3,President,,Libertarian,Barr and Root,6
Norwood,-,5,President,,,Blank Votes,2
Dracut,-,9,President,,Constitution Party,Baldwin and Castle,2
Lynn,2,4,State House,10th Essex,,Blank Votes,191
Northampton,7,B,U.S. House,2nd,,Total Votes Cast,1343
Lynn,6,4,Governor's Council,5th,,Total Votes Cast,880
Medford,2,1,U.S. House,7th,,Total Votes Cast,1653
Burlington,-,5,President,,,All Others,11
Dedham,-,3,President,,Democratic,Obama and Biden,892
Ashland,-,4,State Senate,2nd Middlesex and Norfolk,,Total Votes Cast,2088
Dennis,-,2,State Senate,Cape and Islands,,Total Votes Cast,2078
Sherborn,-,1,U.S. House,4th,,All Others,1
Boston,14,7,U.S. Senate,,,All Others,2
Pittsfield,7,A,Governor's Council,8th,,Blank Votes,144
N. Reading,-,4,State House,20th Middlesex,Democratic,Claire M. Paradiso,390
Framingham,-,15,U.S. Senate,,Republican,Jeffrey K. Beatty,202
Barnstable,-,12,President,,,All Others,0
Haverhill,1,1,State House,3rd Essex,,Blank Votes,182
Hudson,-,4,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1101
Boston,1,5,President,,,Blank Votes,3
Chelmsford,-,6,Governor's Council,3rd,,Blank Votes,933
Boston,18,1,Governor's Council,4th,,All Others,15
TOTALS,,,State Senate,1st Middlesex,,All Others,266
Milton,-,7,State House,7th Norfolk,Democratic,"Walter F. Timilty, Jr.",1044
Boston,6,7,State Senate,1st Suffolk,Unenrolled,Althea Garrison,73
Weston,-,1,State Senate,3rd Middlesex,Democratic,Susan C. Fargo,1052
Lowell,4,2,State House,17th Middlesex,,Total Votes Cast,632
Dracut,-,3,President,,Green-Rainbow,McKinney and Clemente,1
Fall River,6,C,U.S. Senate,,Democratic,John F. Kerry,781
Boston,17,4,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",907
Arlington,-,4,President,,Green-Rainbow,McKinney and Clemente,5
Boston,3,2,Governor's Council,6th,,All Others,16
Lynn,3,3,President,,Libertarian,Barr and Root,4
Lynn,2,1,President,,Libertarian,Barr and Root,7
Malden,5,1,President,,,No Preference,0
Sudbury,-,4,State House,13th Middlesex,,Blank Votes,109
Boston,7,8,U.S. Senate,,,Total Votes Cast,574
Boston,19,10,U.S. House,9th,Democratic,Stephen F. Lynch,856
Barnstable,-,4,State House,2nd Barnstable,,Blank Votes,166
Northampton,3,A,President,,,No Preference,0
Leominster,4,A,State House,4th Worcester,,Blank Votes,93
Boston,8,2,State House,3rd Suffolk,Democratic,Salvatore F. DiMasi,817
Methuen,-,10,State Senate,1st Essex,Democratic,Steven A. Baddour,1271
Newton,8,2,State House,12th Middlesex,,All Others,11
Needham,-,C,U.S. Senate,,,Total Votes Cast,1630
Millville,-,1,State Senate,Worcester and Norfolk,Democratic,Richard T. Moore,1215
Woburn,4,2,State House,30th Middlesex,,All Others,4
Lowell,2,2,State Senate,1st Middlesex,Democratic,Steven C. Panagiotakos,498
Danvers,-,2,Governor's Council,5th,,Blank Votes,495
Spencer,-,4,U.S. House,2nd,,Blank Votes,366
Saugus,-,1,State Senate,3rd Essex and Middlesex,,All Others,0
Lowell,7,1,U.S. Senate,,Democratic,John F. Kerry,481
Methuen,-,2,State House,15th Essex,,All Others,0
Westfield,1,B,U.S. Senate,,,All Others,0
Lakeville,-,1,President,,Democratic,Obama and Biden,862
Fall River,4,B,President,,Constitution Party,Baldwin and Castle,1
Weymouth,-,11,President,,,No Preference,0
Malden,6,1,U.S. House,7th,,Total Votes Cast,1732
Waltham,2,2,U.S. Senate,,,All Others,0
Cambridge,1,2,State Senate,1st Suffolk and Middlesex,Democratic,Anthony W. Petruccelli,1025
Barre,-,1,Governor's Council,7th,,Total Votes Cast,1438
Groton,-,1,State Senate,1st Middlesex,,All Others,19
Chelsea,3,4,State House,16th Suffolk,Democratic,Kathi-Anne Reinstein,338
Royalston,-,2,U.S. House,1st,,Total Votes Cast,271
Boston,5,4,President,,,All Others,8
Boston,7,9,State House,4th Suffolk,,Blank Votes,165
Chester,-,1,U.S. Senate,,,Total Votes Cast,709
Mashpee,-,4,U.S. Senate,,,All Others,0
Plainville,-,1,State House,9th Norfolk,,All Others,1
Somerville,7,3,President,,,No Preference,0
Dennis,-,4,U.S. Senate,,,All Others,0
Northampton,3,A,U.S. Senate,,Republican,Jeffrey K. Beatty,114
Wellesley,-,C,Governor's Council,3rd,,Blank Votes,1108
New Bedford,2,D,President,,,Blank Votes,10
Boston,4,1,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-Díaz,1200
Boston,21,5,State Senate,2nd Suffolk and Middlesex,,Blank Votes,196
N. Adams,1,1,President,,Libertarian,Barr and Root,2
Quincy,5,1,President,,,All Others,18
Lawrence,B,3,State Senate,2nd Essex and Middlesex,,Blank Votes,216
Gloucester,5,2,State Senate,1st Essex and Middlesex,,All Others,16
Springfield,4,B,President,,Libertarian,Barr and Root,1
Weymouth,-,12,U.S. House,10th,,Blank Votes,375
Rockland,-,2,Governor's Council,4th,,All Others,7
Maynard,-,4,State House,3rd Middlesex,Unenrolled,David A. Goulding,56
Fairhaven,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,42
Norwell,-,2,U.S. House,10th,Democratic,William D. Delahunt,1499
Shrewsbury,-,8,President,,,Total Votes Cast,2358
Medford,5,1,State Senate,2nd Middlesex,Democratic,Patricia D. Jehlen,1158
Belmont,-,2,Governor's Council,3rd,,Blank Votes,769
Northampton,6,B,Governor's Council,8th,,Total Votes Cast,1427
Braintree,-,10,Governor's Council,4th,,All Others,17
Saugus,-,4,President,,,All Others,5
Mendon,-,1,Governor's Council,7th,,All Others,15
Boston,21,15,State Senate,2nd Suffolk and Middlesex,,All Others,10
Easton,-,2,President,,,No Preference,0
Holbrook,-,3,U.S. Senate,,Democratic,John F. Kerry,835
Middleborough,-,4,U.S. House,4th,Unenrolled,Susan Allen,112
Belmont,-,2,Governor's Council,3rd,,Total Votes Cast,1910
Barnstable,-,12,U.S. House,10th,Democratic,William D. Delahunt,1468
Leominster,4,C,U.S. Senate,,Libertarian,Robert J. Underwood,30
Falmouth,-,6,Governor's Council,1st,Democratic,Carole A. Fiola,1399
Sandwich,-,4,President,,Democratic,Obama and Biden,885
Holyoke,2,B,President,,,Blank Votes,6
Boston,21,10,Governor's Council,3rd,,Total Votes Cast,781
Quincy,5,4,U.S. Senate,,,Blank Votes,46
Winchester,-,7,U.S. House,7th,Republican,John Cunningham,565
Brookline,-,7,U.S. Senate,,,Total Votes Cast,1778
Medford,2,2,Governor's Council,6th,Democratic,Michael J. Callahan,1522
Dracut,-,5,U.S. House,5th,Democratic,Nicola S. Tsongas,1170
Newbury,-,1,State House,2nd Essex,,All Others,25
Arlington,-,8,U.S. Senate,,,Blank Votes,38
Belmont,-,2,U.S. Senate,,Democratic,John F. Kerry,1171
Falmouth,-,6,State House,"Barnstable, Dukes and Nantucket",Unenrolled,Jacob D. Ferreira,197
Gardner,5,A,Governor's Council,7th,,Blank Votes,189
Millbury,-,3,U.S. Senate,,,All Others,1
Boston,9,1,President,,Unenrolled,Nader and Gonzalez,5
Chelmsford,-,4,U.S. Senate,,,Blank Votes,75
N. Attleborough,-,7,State Senate,"Norfolk, Bristol and Middlesex",,Blank Votes,104
Douglas,-,1,State Senate,Worcester and Norfolk,,All Others,0
Boxford,-,1,State House,4th Essex,,Blank Votes,115
Worcester,3,2,President,,,Blank Votes,4
Boston,7,3,State House,4th Suffolk,Democratic,Brian P. Wallace,1023
Arlington,-,2,Governor's Council,6th,Democratic,Michael J. Callahan,872
Boston,20,1,Governor's Council,2nd,Democratic,Kelly A. Timilty,789
Worcester,2,5,U.S. House,3rd,,All Others,12
Milford,-,2,Governor's Council,7th,,All Others,0
Waltham,5,2,President,,Constitution Party,Baldwin and Castle,2
E. Longmeadow,-,2,President,,Libertarian,Barr and Root,5
Weston,-,2,U.S. Senate,,,All Others,3
Longmeadow,-,A,U.S. House,2nd,Democratic,Richard E. Neal,1519
Berkley,-,1,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,2524
Boston,22,5,President,,Unenrolled,Nader and Gonzalez,4
Worcester,7,1,U.S. House,3rd,,Total Votes Cast,1555
Monson,-,C,President,,,No Preference,0
Oakham,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",,Total Votes Cast,1130
Boston,1,4,U.S. Senate,,,Total Votes Cast,302
Longmeadow,-,B,U.S. Senate,,,Blank Votes,40
Rehoboth,-,2,Governor's Council,2nd,,Total Votes Cast,2179
Sunderland,-,1,President,,,All Others,6
Brockton,6,C,President,,,Blank Votes,10
Marlborough,5,1,U.S. House,3rd,,All Others,14
New Bedford,1,E,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1172
Chicopee,5,B,State Senate,Hampden,,All Others,15
Boston,22,13,President,,Libertarian,Barr and Root,6
Boston,19,11,President,,Republican,McCain and Palin,47
Medford,5,1,Governor's Council,6th,,Total Votes Cast,1529
Pepperell,-,3,U.S. House,1st,,All Others,0
Scituate,-,3,President,,Green-Rainbow,McKinney and Clemente,2
Boston,21,8,President,,Democratic,Obama and Biden,867
Somerville,7,3,State Senate,2nd Middlesex,Democratic,Patricia D. Jehlen,1280
Worcester,1,1,Governor's Council,7th,,Blank Votes,624
Boston,7,7,U.S. Senate,,,Blank Votes,40
Marlborough,3,1,State House,4th Middlesex,Republican,Arthur G. Vigeant,263
Everett,5,1,U.S. Senate,,,Total Votes Cast,845
W. Springfield,-,3,U.S. Senate,,,All Others,0
Methuen,-,6,U.S. Senate,,,Total Votes Cast,1637
Northampton,7,A,U.S. House,2nd,,All Others,9
Brockton,7,B,U.S. House,9th,,All Others,2
Weymouth,-,9,State Senate,Plymouth and Norfolk,Republican,"Robert L. Hedlund, Jr.",1332
Wales,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",,Blank Votes,205
Saugus,-,4,Governor's Council,5th,,Total Votes Cast,1561
Tyringham,-,1,President,,,No Preference,0
Royalston,-,1,President,,,Total Votes Cast,424
Buckland,-,1,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,849
Somerville,2,1,U.S. Senate,,,All Others,3
Belchertown,-,A,State House,1st Franklin,,Blank Votes,477
Springfield,5,C,President,,,All Others,3
Boston,1,14,U.S. House,8th,,Total Votes Cast,557
Swansea,-,3,U.S. Senate,,,Blank Votes,45
Danvers,-,8,U.S. Senate,,Libertarian,Robert J. Underwood,41
Sudbury,-,5,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1260
Shrewsbury,-,6,Governor's Council,7th,,Total Votes Cast,1910
Richmond,-,1,President,,Constitution Party,Baldwin and Castle,0
Wellesley,-,B,President,,,No Preference,0
Haverhill,6,1,State Senate,1st Essex,Democratic,Steven A. Baddour,1079
Boston,18,10,State Senate,Suffolk and Norfolk,,Total Votes Cast,1410
Peabody,3,1,U.S. House,6th,Democratic,John F. Tierney,718
Palmer,-,1,Governor's Council,7th,,All Others,0
Rockland,-,6,U.S. House,10th,Democratic,William D. Delahunt,1163
N. Reading,-,2,U.S. Senate,,Democratic,John F. Kerry,1079
Marlborough,2,2,President,,Libertarian,Barr and Root,5
Leominster,2,C,State House,4th Worcester,Democratic,Dennis A. Rosa,408
Sherborn,-,1,Governor's Council,2nd,,Blank Votes,991
Chicopee,2,B,Governor's Council,8th,,All Others,1
Medway,-,2,President,,,Blank Votes,9
Salem,2,1,U.S. Senate,,Republican,Jeffrey K. Beatty,356
Sharon,-,5,President,,Constitution Party,Baldwin and Castle,4
Lynn,7,3,U.S. House,6th,Republican,"Richard A. Baker, Jr.",150
Orleans,-,2,State Senate,Cape and Islands,Democratic,Robert A. O'Leary,1624
Chelsea,3,1,President,,Green-Rainbow,McKinney and Clemente,0
Weymouth,-,17,Governor's Council,4th,,Blank Votes,355
Arlington,-,7,State House,23rd Middlesex,Democratic,Sean Garballey,829
N. Attleborough,-,8,President,,Constitution Party,Baldwin and Castle,1
Royalston,-,2,U.S. House,1st,,Blank Votes,18
Lawrence,E,1,U.S. House,5th,,Blank Votes,257
Lawrence,A,4,U.S. House,5th,,Total Votes Cast,754
Boston,6,5,U.S. House,9th,,Blank Votes,151
Boston,18,8,Governor's Council,2nd,,Total Votes Cast,1638
Chicopee,9,B,U.S. House,2nd,,Total Votes Cast,1596
Lawrence,F,1,Governor's Council,5th,,Total Votes Cast,1169
Lunenburg,-,C,State House,37th Middlesex,,Total Votes Cast,1507
Amesbury,-,6,State Senate,1st Essex,,All Others,13
Boston,1,7,President,,Green-Rainbow,McKinney and Clemente,4
Halifax,-,1,State House,12th Plymouth,,Blank Votes,702
Woburn,7,2,President,,,Blank Votes,11
Plymouth,-,11,President,,,All Others,8
Fitchburg,6,A,State Senate,Worcester and Middlesex,Democratic,Jennifer L. Flanagan,1091
Winchester,-,6,State House,31st Middlesex,,Blank Votes,136
Northampton,6,B,President,,,Blank Votes,7
Marblehead,-,1,State House,8th Essex,Republican,John Blaisdell,688
Newton,8,3,Governor's Council,3rd,,Total Votes Cast,1583
Springfield,2,G,Governor's Council,8th,Democratic,Thomas T. Merrigan,563
Agawam,-,7,State Senate,Hampden,Democratic,Stephen J. Buoniconti,1370
Springfield,3,D,President,,,No Preference,0
Springfield,1,D,President,,Democratic,Obama and Biden,670
Worcester,9,3,State Senate,1st Worcester,Democratic,Harriette L. Chandler,1267
Woburn,1,2,President,,,Total Votes Cast,1445
Westfield,5,B,State House,4th Hampden,,All Others,2
Ipswich,-,4,President,,Democratic,Obama and Biden,1131
Peabody,5,2,U.S. Senate,,,Blank Votes,40
Tewksbury,-,1A,U.S. House,5th,,Blank Votes,398
Worcester,8,2,President,,Libertarian,Barr and Root,3
Beverly,5,1,State House,6th Essex,,Total Votes Cast,1799
New Bedford,4,G,President,,Constitution Party,Baldwin and Castle,1
Holyoke,5,A,President,,,Blank Votes,11
Fall River,7,C,State House,6th Bristol,,All Others,2
Braintree,-,10,U.S. Senate,,,Total Votes Cast,1532
Easton,-,5,President,,,No Preference,0
N. Adams,5,5,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,137
Boston,16,7,U.S. Senate,,,Total Votes Cast,888
Winchendon,-,1,U.S. Senate,,,All Others,0
Weymouth,-,4,State Senate,Plymouth and Norfolk,,Total Votes Cast,1631
Arlington,-,2,State Senate,4th Middlesex,,Total Votes Cast,1214
Amesbury,-,3,U.S. Senate,,,Blank Votes,28
Acton,-,4,U.S. House,5th,,Total Votes Cast,1918
Lynn,7,2,U.S. House,6th,,All Others,3
Boston,13,9,Governor's Council,4th,,All Others,11
Somerville,1,1,President,,Republican,McCain and Palin,213
Grafton,-,1,Governor's Council,7th,,Total Votes Cast,1825
Bridgewater,-,1,U.S. Senate,,,All Others,3
Cambridge,5,3,President,,,Total Votes Cast,1840
New Bedford,4,C,President,,,Blank Votes,22
Pittsfield,1,A,U.S. House,1st,,Total Votes Cast,1321
Dennis,-,3,President,,,Total Votes Cast,1541
Lowell,11,2,Governor's Council,3rd,,Total Votes Cast,1137
Nantucket,-,1,State Senate,Cape and Islands,,Blank Votes,1440
Pittsfield,3,A,U.S. House,1st,Democratic,John W. Olver,1218
Attleboro,1,A,State House,2nd Bristol,Democratic,Bill Bowles,816
Boston,18,22,Governor's Council,2nd,,Blank Votes,344
Washington,-,1,U.S. House,1st,Republican,Nathan A. Bech,77
Lynn,2,4,State House,10th Essex,,All Others,10
Worcester,6,5,State House,16th Worcester,,Total Votes Cast,1354
Springfield,6,H,President,,Democratic,Obama and Biden,592
Worcester,6,3,President,,Libertarian,Barr and Root,4
Framingham,-,9,State House,6th Middlesex,(Write-In),James M. Pillsbury,18
Revere,3,2,President,,Green-Rainbow,McKinney and Clemente,2
Sunderland,-,1,Governor's Council,8th,Republican,Michael Franco,261
Huntington,-,1,Governor's Council,8th,Democratic,Thomas T. Merrigan,663
Cambridge,7,1,State Senate,"Middlesex, Suffolk and Essex",,All Others,10
Boston,1,4,U.S. House,8th,,Total Votes Cast,302
Boston,13,7,President,,,All Others,6
Brookline,-,4,U.S. House,4th,,Blank Votes,93
Gloucester,5,2,U.S. Senate,,,Blank Votes,87
Pittsfield,4,A,U.S. Senate,,,Blank Votes,47
Weymouth,-,13,Governor's Council,4th,,All Others,10
Brockton,4,C,President,,Republican,McCain and Palin,420
Plymouth,-,1,State Senate,Plymouth and Barnstable,,Total Votes Cast,1523
Hanson,-,3,President,,Democratic,Obama and Biden,857
Somerville,3,2,State House,27th Middlesex,,Total Votes Cast,1646
Dartmouth,-,6,State Senate,2nd Bristol and Plymouth,,Blank Votes,321
Dartmouth,-,4,President,,,Total Votes Cast,1609
Cambridge,7,3,State House,25th Middlesex,Democratic,Alice K. Wolf,471
Peabody,4,1,U.S. Senate,,,Blank Votes,47
Medford,7,2,U.S. House,7th,,Blank Votes,105
Oak Bluffs,-,1,State House,"Barnstable, Dukes and Nantucket",Unenrolled,Jacob D. Ferreira,621
Gloucester,3,2,State Senate,1st Essex and Middlesex,,All Others,14
Peru,-,1,President,,Constitution Party,Baldwin and Castle,3
Scituate,-,1,U.S. Senate,,,Blank Votes,50
Lowell,8,3,U.S. House,5th,,Total Votes Cast,1718
Pittsfield,1,A,Governor's Council,8th,,All Others,1
Tewksbury,-,3A,U.S. Senate,,Democratic,John F. Kerry,1083
Springfield,7,B,President,,Unenrolled,Nader and Gonzalez,10
Boston,1,7,President,,Libertarian,Barr and Root,5
Lynn,1,1,President,,Constitution Party,Baldwin and Castle,4
Leominster,5,A,U.S. House,1st,Republican,Nathan A. Bech,318
Leominster,2,C,President,,Green-Rainbow,McKinney and Clemente,2
Andover,-,2,President,,Libertarian,Barr and Root,8
Boxford,-,1,President,,,All Others,4
Holbrook,-,1,State House,5th Norfolk,,All Others,0
Holyoke,1,B,President,,Libertarian,Barr and Root,4
Grafton,-,4,State Senate,2nd Worcester,,Total Votes Cast,2245
Stoughton,-,3,Governor's Council,2nd,,All Others,14
Concord,-,1,U.S. Senate,,,Blank Votes,38
Springfield,2,G,U.S. Senate,,Libertarian,Robert J. Underwood,80
Sharon,-,4,State Senate,Bristol and Norfolk,Republican,"Jon W. Rockwood, Sr.",406
