town,ward,precinct,office,district,party,candidate,votes
Weymouth,-,9,State House,3rd Norfolk,,Total Votes Cast,1700
Chatham,-,2,President,,,Blank Votes,11
Sudbury,-,2,Governor's Council,3rd,,Blank Votes,706
Woburn,1,2,President,,Green-Rainbow,McKinney and Clemente,5
Adams,-,3,President,,,Blank Votes,9
Cambridge,2,1,State Senate,1st Suffolk and Middlesex,,Blank Votes,336
Salem,1,1,State Senate,2nd Essex,,All Others,9
Weymouth,-,8,U.S. Senate,,,Blank Votes,42
Stoughton,-,6,State House,8th Norfolk,Democratic,Louis L. Kafka,1449
Lowell,5,2,Governor's Council,3rd,,Blank Votes,216
Arlington,-,19,U.S. Senate,,Democratic,John F. Kerry,926
Boston,18,1,State Senate,1st Suffolk,Democratic,Jack Hart,711
Rockport,-,2,U.S. Senate,,Republican,Jeffrey K. Beatty,431
Lowell,11,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,500
Methuen,-,3,U.S. Senate,,,Blank Votes,53
Waltham,8,1,President,,,Total Votes Cast,1102
Wilmington,-,6,State House,19th Middlesex,,All Others,24
Milton,-,4,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Brian A. Joyce,973
Lexington,-,1,State House,15th Middlesex,,Total Votes Cast,1736
Natick,-,6,State Senate,"Norfolk, Bristol and Middlesex",,Blank Votes,155
Marlborough,4,2,State Senate,Middlesex and Worcester,Republican,Steven L. Levy,720
Newton,7,1,President,,Green-Rainbow,McKinney and Clemente,5
Norfolk,-,1,Governor's Council,2nd,,Total Votes Cast,1678
Boxford,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,47
Boston,20,16,U.S. Senate,,,All Others,5
Canton,-,2,U.S. Senate,,,Total Votes Cast,2110
Boston,20,7,President,,Libertarian,Barr and Root,5
Dedham,-,5,Governor's Council,2nd,,Total Votes Cast,1748
Amesbury,-,2,U.S. House,6th,Republican,"Richard A. Baker, Jr.",406
Lawrence,D,3,U.S. Senate,,,All Others,1
Cambridge,9,1,Governor's Council,6th,,Total Votes Cast,1880
Barnstable,-,1,State Senate,Cape and Islands,Democratic,Robert A. O'Leary,1810
Boston,5,1,President,,,No Preference,0
Scituate,-,1,Governor's Council,4th,,All Others,5
Boston,20,16,State Senate,Suffolk and Norfolk,,All Others,35
Boston,13,9,President,,Republican,McCain and Palin,172
Belmont,-,3,Governor's Council,3rd,,All Others,13
Gloucester,1,2,President,,,Blank Votes,27
Lynn,3,2,State House,10th Essex,,Blank Votes,191
Hudson,-,5,Governor's Council,3rd,,Total Votes Cast,1655
Boston,6,6,U.S. House,9th,Democratic,Stephen F. Lynch,837
Mattapoisett,-,1,President,,Green-Rainbow,McKinney and Clemente,6
Chicopee,6,BW,U.S. Senate,,Libertarian,Robert J. Underwood,30
Greenfield,-,1,President,,Democratic,Obama and Biden,679
Norwood,-,1,Governor's Council,2nd,,Blank Votes,475
Westwood,-,4,President,,Republican,McCain and Palin,1059
Lee,-,2,U.S. Senate,,,Total Votes Cast,510
Chicopee,8,A,State Senate,2nd Hampden and Hampshire,,Blank Votes,252
Northampton,6,A,U.S. Senate,,,All Others,1
Pittsfield,3,B,Governor's Council,8th,,Total Votes Cast,1845
Boston,1,6,State Senate,1st Suffolk and Middlesex,,Blank Votes,111
Bedford,-,2,President,,,Total Votes Cast,1498
Boston,15,7,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",364
New Bedford,6,B,U.S. Senate,,Democratic,John F. Kerry,667
Chelmsford,-,1,President,,,Blank Votes,16
Barre,-,2,U.S. Senate,,,Blank Votes,38
Worcester,1,2,President,,Green-Rainbow,McKinney and Clemente,4
Stoughton,-,1,State Senate,"Norfolk, Bristol and Plymouth",,All Others,12
Springfield,6,D,U.S. Senate,,Republican,Jeffrey K. Beatty,270
Brookline,-,5,President,,Constitution Party,Baldwin and Castle,0
Hudson,-,5,U.S. Senate,,Libertarian,Robert J. Underwood,63
Pittsfield,2,B,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,236
Cambridge,7,3,U.S. Senate,,Republican,Jeffrey K. Beatty,59
Springfield,1,A,Governor's Council,8th,,Blank Votes,220
Littleton,-,1,President,,Libertarian,Barr and Root,15
Milton,-,5,President,,,No Preference,0
Billerica,-,11,President,,,Total Votes Cast,1633
Watertown,-,4,President,,Democratic,Obama and Biden,975
Sutton,-,1,U.S. House,2nd,,All Others,26
Douglas,-,1,President,,,All Others,5
Worcester,10,2,President,,Constitution Party,Baldwin and Castle,2
Boston,7,7,State House,4th Suffolk,,Total Votes Cast,592
Worcester,9,1,President,,,Total Votes Cast,1456
Boston,2,2,U.S. House,8th,,All Others,19
Boston,12,6,State House,5th Suffolk,,Total Votes Cast,515
Cambridge,9,1,State House,29th Middlesex,,All Others,3
Pembroke,-,4,President,,,Blank Votes,9
Arlington,-,20,President,,Republican,McCain and Palin,274
Fall River,2,C,U.S. Senate,,Libertarian,Robert J. Underwood,41
Springfield,1,F,State House,10th Hampden,Republican,George Vazquez,72
Springfield,4,F,U.S. Senate,,Republican,Jeffrey K. Beatty,16
Framingham,-,9,State House,6th Middlesex,,Total Votes Cast,1280
Springfield,5,C,President,,Unenrolled,Nader and Gonzalez,11
Bedford,-,1,U.S. Senate,,,Total Votes Cast,1991
Walpole,-,6,U.S. Senate,,Republican,Jeffrey K. Beatty,647
Barnstable,-,3,U.S. House,10th,,Total Votes Cast,1600
Springfield,1,F,President,,Democratic,Obama and Biden,563
Natick,-,4,U.S. Senate,,Republican,Jeffrey K. Beatty,423
Boston,5,11,President,,Libertarian,Barr and Root,4
Boston,17,11,State Senate,1st Suffolk,,Total Votes Cast,337
Hudson,-,3,State House,3rd Middlesex,,All Others,0
Lowell,10,1,President,,,No Preference,0
Franklin,-,7,President,,,Total Votes Cast,2202
Lynn,5,4,U.S. Senate,,Libertarian,Robert J. Underwood,31
Milton,-,7,State Senate,"Norfolk, Bristol and Plymouth",,Total Votes Cast,1397
Boylston,-,1,State House,12th Worcester,,Blank Votes,769
Fitchburg,1,A,President,,,All Others,6
Cohasset,-,1,U.S. Senate,,,All Others,0
Methuen,-,6,President,,,No Preference,0
Watertown,-,3,U.S. House,7th,,Blank Votes,100
Burlington,-,2,U.S. House,6th,,All Others,3
TOTALS,,,State Senate,Bristol and Norfolk,Democratic,James E. Timilty,49761
Boston,15,3,U.S. House,8th,,All Others,5
Boston,18,22,President,,,Total Votes Cast,1176
Cambridge,4,2,State House,25th Middlesex,,Blank Votes,452
N. Attleborough,-,6,Governor's Council,2nd,,Total Votes Cast,1639
Scituate,-,1,President,,Democratic,Obama and Biden,1045
Worcester,9,1,President,,,No Preference,0
Brewster,-,3,President,,Republican,McCain and Palin,845
Boston,20,2,President,,Green-Rainbow,McKinney and Clemente,3
Lexington,-,2,State Senate,4th Middlesex,,Blank Votes,258
Holden,-,1,President,,,No Preference,0
Abington,-,2,President,,Green-Rainbow,McKinney and Clemente,3
Boston,20,10,U.S. Senate,,,Blank Votes,59
Barnstable,-,2,State House,2nd Barnstable,,All Others,0
Chicopee,2,CS,President,,Republican,McCain and Palin,61
Attleboro,1,B,U.S. Senate,,,Blank Votes,57
Hudson,-,2,U.S. House,5th,,Total Votes Cast,1290
Foxborough,-,2,State Senate,Bristol and Norfolk,,All Others,0
Concord,-,3,State House,14th Middlesex,,Total Votes Cast,2221
Boston,12,6,U.S. Senate,,Libertarian,Robert J. Underwood,1
Taunton,6,B,Governor's Council,1st,,All Others,12
Boston,18,20,Governor's Council,2nd,,Blank Votes,458
Mansfield,-,1,President,,Libertarian,Barr and Root,5
Needham,-,F,President,,Democratic,Obama and Biden,1253
Pepperell,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,83
Millis,-,3,U.S. House,4th,Republican,Earl Henry Sholley,581
Springfield,7,D,State Senate,1st Hampden and Hampshire,,All Others,17
TOTALS,,,State House,32nd Middlesex,,All Others,22
Marlborough,5,2,U.S. Senate,,Libertarian,Robert J. Underwood,44
Lowell,5,2,U.S. Senate,,Republican,Jeffrey K. Beatty,186
Amesbury,-,6,U.S. Senate,,,All Others,1
New Bedford,4,A,State House,13th Bristol,,Blank Votes,138
Boston,21,6,U.S. Senate,,,Blank Votes,20
Chicopee,1,B,President,,,Blank Votes,33
TOTALS,,,State House,4th Worcester,,Total Votes Cast,18352
Savoy,-,1,President,,,Blank Votes,2
Mansfield,-,3,U.S. Senate,,Democratic,John F. Kerry,1123
Stoneham,-,6,State House,31st Middlesex,,All Others,4
Gloucester,4,2,State Senate,1st Essex and Middlesex,,Total Votes Cast,1993
Springfield,7,E,President,,,No Preference,0
Fall River,9,C,President,,Republican,McCain and Palin,421
Lunenburg,-,A,U.S. House,1st,Republican,Nathan A. Bech,560
Melrose,3,1,President,,Democratic,Obama and Biden,715
Boston,13,4,State Senate,1st Suffolk,Democratic,Jack Hart,259
Concord,-,3,President,,,No Preference,0
Winchester,-,6,State Senate,2nd Middlesex,,All Others,1
Melrose,1,2,State House,32nd Middlesex,,Total Votes Cast,295
Westport,-,E,Governor's Council,1st,,Blank Votes,674
Quincy,6,5,President,,Constitution Party,Baldwin and Castle,1
Carver,-,2,President,,Unenrolled,Nader and Gonzalez,18
Attleboro,5,A,Governor's Council,2nd,,Blank Votes,182
Quincy,6,5,State Senate,Norfolk and Plymouth,,All Others,22
Haverhill,6,3,State House,3rd Essex,,All Others,0
Haverhill,3,1,President,,Republican,McCain and Palin,149
Raynham,-,2,U.S. Senate,,Democratic,John F. Kerry,1325
Taunton,8,B,President,,Green-Rainbow,McKinney and Clemente,4
Boston,21,16,Governor's Council,3rd,,Blank Votes,384
Lowell,9,2,President,,Democratic,Obama and Biden,747
Peabody,3,2,U.S. Senate,,Republican,Jeffrey K. Beatty,268
Wilbraham,-,C,U.S. Senate,,,All Others,2
Hawley,-,1,State Senate,"Berkshire, Hampshire and Franklin",,All Others,1
Middleton,-,2,President,,,Blank Votes,16
Chelsea,2,3,State House,2nd Suffolk,,All Others,0
Easton,-,6,U.S. Senate,,Libertarian,Robert J. Underwood,56
Worcester,4,1,U.S. House,3rd,,Blank Votes,141
Rockland,-,1,President,,,Total Votes Cast,1466
Westford,-,6,State House,2nd Middlesex,,Blank Votes,134
Watertown,-,4,U.S. House,7th,,Total Votes Cast,1325
Sheffield,-,1,President,,Libertarian,Barr and Root,10
Ludlow,-,4,State Senate,1st Hampden and Hampshire,,All Others,10
Winthrop,-,2,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,1634
Salem,1,1,State House,7th Essex,,All Others,8
Pittsfield,6,A,U.S. House,1st,,Blank Votes,48
Barnstable,-,11,Governor's Council,1st,,Blank Votes,934
Boston,10,6,President,,,All Others,2
Everett,2,3,President,,Libertarian,Barr and Root,2
Dartmouth,-,7,President,,Constitution Party,Baldwin and Castle,1
Chicopee,4,B,State House,6th Hampden,,Blank Votes,153
Abington,-,3,President,,Democratic,Obama and Biden,954
Saugus,-,3,State Senate,3rd Essex and Middlesex,Democratic,Thomas M. McGee,879
Northampton,3,A,Governor's Council,8th,Democratic,Thomas T. Merrigan,1010
Woburn,2,2,U.S. Senate,,,All Others,0
Westborough,-,3,U.S. Senate,,Republican,Jeffrey K. Beatty,564
Plymouth,-,10,State House,1st Plymouth,,All Others,1
Barnstable,-,3,State Senate,Cape and Islands,,Total Votes Cast,1600
Fitchburg,6,A,U.S. Senate,,Libertarian,Robert J. Underwood,47
Andover,-,7,President,,Green-Rainbow,McKinney and Clemente,5
Stoughton,-,5,U.S. House,9th,,Blank Votes,316
Westwood,-,1,Governor's Council,2nd,,All Others,13
Ware,-,B,U.S. Senate,,Republican,Jeffrey K. Beatty,471
Westford,-,5,State House,2nd Middlesex,Republican,Paul J. Avella,816
Bourne,-,6,State House,3rd Barnstable,,Blank Votes,139
Melrose,6,1,State House,32nd Middlesex,Democratic,Katherine M. Clark,159
Newton,7,1,Governor's Council,3rd,,All Others,16
Mansfield,-,6,Governor's Council,2nd,,Total Votes Cast,1828
Somerville,3,1,President,,,Blank Votes,20
Northampton,1,B,Governor's Council,8th,,All Others,1
Lowell,3,2,State Senate,1st Middlesex,,Blank Votes,113
Malden,1,2,President,,,Total Votes Cast,1241
Mashpee,-,4,State House,3rd Barnstable,,All Others,0
Fall River,2,A,State Senate,1st Bristol and Plymouth,,All Others,5
Peabody,1,1,U.S. Senate,,,Blank Votes,30
Gloucester,2,1,President,,Libertarian,Barr and Root,3
Rehoboth,-,3,U.S. Senate,,,Total Votes Cast,2065
Norfolk,-,1,U.S. Senate,,,Blank Votes,43
Gloucester,2,2,President,,Unenrolled,Nader and Gonzalez,13
Burlington,-,5,Governor's Council,6th,Democratic,Michael J. Callahan,1491
Weymouth,-,18,U.S. Senate,,,Total Votes Cast,1593
Concord,-,4,Governor's Council,3rd,,All Others,13
Boston,18,18,President,,Constitution Party,Baldwin and Castle,0
Quincy,4,4,U.S. Senate,,Libertarian,Robert J. Underwood,23
Plymouth,-,2,President,,,No Preference,0
Boston,5,9,State House,8th Suffolk,,All Others,23
Westfield,5,A,State House,4th Hampden,,All Others,1
Barnstable,-,7,President,,,Total Votes Cast,2410
Revere,5,1A,President,,Democratic,Obama and Biden,314
Haverhill,7,1,President,,Green-Rainbow,McKinney and Clemente,0
Sandwich,-,4,U.S. Senate,,,Total Votes Cast,1849
Springfield,6,D,President,,Constitution Party,Baldwin and Castle,0
Monroe,-,1,U.S. House,1st,Republican,Nathan A. Bech,17
Holliston,-,1,President,,,Total Votes Cast,2259
Boston,22,6,State Senate,2nd Suffolk and Middlesex,,Total Votes Cast,659
Stoughton,-,6,U.S. Senate,,Libertarian,Robert J. Underwood,36
Northborough,-,4,President,,,Blank Votes,30
Easthampton,-,4,Governor's Council,8th,,Blank Votes,238
Cambridge,8,2,Governor's Council,6th,,All Others,4
Shrewsbury,-,7,President,,Green-Rainbow,McKinney and Clemente,3
Hingham,-,1,State House,3rd Plymouth,,Total Votes Cast,1958
Pembroke,-,4,State House,6th Plymouth,Republican,Daniel K. Webster,1445
Weymouth,-,4,U.S. Senate,,Democratic,John F. Kerry,924
Revere,1,3,U.S. Senate,,Republican,Jeffrey K. Beatty,215
Lowell,7,2,U.S. Senate,,Libertarian,Robert J. Underwood,22
Beverly,2,1,President,,Libertarian,Barr and Root,9
Pittsfield,6,A,Governor's Council,8th,,Total Votes Cast,1738
Chester,-,1,U.S. Senate,,Democratic,John F. Kerry,378
Hudson,-,5,State House,3rd Middlesex,Republican,Sonny Parente,862
Springfield,3,D,President,,,All Others,0
Arlington,-,11,President,,,No Preference,0
Boston,14,1,U.S. House,8th,Democratic,Michael E. Capuano,882
N. Andover,-,1,U.S. Senate,,,Blank Votes,49
Woburn,1,1,U.S. Senate,,,All Others,0
Brockton,5,C,U.S. Senate,,,All Others,0
Lawrence,D,2,U.S. Senate,,Republican,Jeffrey K. Beatty,214
Adams,-,5,President,,Green-Rainbow,McKinney and Clemente,1
Orange,-,2,President,,Green-Rainbow,McKinney and Clemente,6
Cambridge,9,1,President,,Green-Rainbow,McKinney and Clemente,1
Northampton,7,A,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,939
Brookline,-,15,Governor's Council,3rd,,Blank Votes,832
Brewster,-,3,Governor's Council,1st,,All Others,10
Boston,14,2,State Senate,1st Suffolk,,Blank Votes,284
Westford,-,4,President,,Republican,McCain and Palin,883
Billerica,-,9,U.S. House,5th,,Total Votes Cast,1700
Fitchburg,5,A,U.S. House,1st,,Total Votes Cast,1793
Malden,2,1,Governor's Council,6th,Democratic,Michael J. Callahan,838
TOTALS,,,State House,12th Hampden,Democratic,"Angelo J. Puppolo, Jr.",16281
Peabody,2,3,State House,12th Essex,,Blank Votes,288
Lunenburg,-,C,State House,37th Middlesex,Democratic,Jennifer E. Benson,818
Deerfield,-,1,Governor's Council,8th,,Blank Votes,187
Fall River,1,B,State Senate,1st Bristol and Plymouth,,All Others,0
Attleboro,5,A,U.S. House,3rd,,Total Votes Cast,930
Winchester,-,5,State House,31st Middlesex,Republican,Brian P. O'Connor,406
Athol,-,3,U.S. Senate,,,Blank Votes,29
Sandwich,-,2,State House,5th Barnstable,Republican,Jeffrey Davis Perry,1304
N. Attleborough,-,1,U.S. House,3rd,,Total Votes Cast,1027
Danvers,-,6,U.S. Senate,,Libertarian,Robert J. Underwood,41
Westfield,6,B,U.S. House,1st,,Total Votes Cast,1443
Boston,5,2,President,,Constitution Party,Baldwin and Castle,1
Watertown,-,10,State House,10th Middlesex,,Total Votes Cast,1488
Buckland,-,1,President,,,Total Votes Cast,1078
Marlborough,4,2,State House,4th Middlesex,,Blank Votes,73
Boston,18,15,President,,,Total Votes Cast,896
Tyngsborough,-,4,U.S. House,5th,,Total Votes Cast,1782
Greenfield,-,5,State House,2nd Franklin,,Total Votes Cast,1014
Boston,1,1,U.S. Senate,,Republican,Jeffrey K. Beatty,138
S. Hadley,-,C,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,1371
Amesbury,-,5,State House,1st Essex,,Blank Votes,506
Dracut,-,3,President,,,Blank Votes,7
Millbury,-,2,President,,Green-Rainbow,McKinney and Clemente,3
Watertown,-,11,President,,Unenrolled,Nader and Gonzalez,8
Boston,20,1,President,,,All Others,5
Pepperell,-,1,President,,Green-Rainbow,McKinney and Clemente,4
Brockton,2,C,State House,9th Plymouth,,Total Votes Cast,663
Springfield,4,E,President,,Unenrolled,Nader and Gonzalez,2
Boston,22,10,U.S. House,8th,,All Others,16
Chilmark,-,1,Governor's Council,1st,,Blank Votes,239
Tewksbury,-,4,President,,Republican,McCain and Palin,861
Rockport,-,1,Governor's Council,5th,,Total Votes Cast,1207
Stow,-,1,State House,3rd Middlesex,,All Others,5
New Bedford,4,D,State Senate,2nd Bristol and Plymouth,,All Others,15
Hawley,-,1,President,,,Total Votes Cast,176
New Bedford,2,F,State House,11th Bristol,,Total Votes Cast,671
Medford,7,1,State Senate,2nd Middlesex,,All Others,11
Pittsfield,6,B,State House,3rd Berkshire,,Blank Votes,292
Boston,1,12,President,,Constitution Party,Baldwin and Castle,2
Peabody,5,2,U.S. House,6th,,Blank Votes,59
Medford,7,1,U.S. Senate,,Republican,Jeffrey K. Beatty,323
N. Reading,-,3,U.S. Senate,,,Blank Votes,66
Brockton,1,C,President,,,Blank Votes,9
Framingham,-,8,U.S. Senate,,,Total Votes Cast,1786
Peabody,2,3,Governor's Council,5th,Democratic,Mary-Ellen Manning,910
Quincy,4,2,State Senate,Norfolk and Plymouth,,Blank Votes,314
Plymouth,-,2,President,,,Blank Votes,10
Peabody,1,1,State Senate,2nd Essex,,All Others,27
Lynn,7,1,U.S. House,6th,Democratic,John F. Tierney,1206
Beverly,2,1,State House,6th Essex,,Total Votes Cast,1475
Worcester,3,1,State House,14th Worcester,,Total Votes Cast,1540
Somerville,4,3,U.S. House,8th,,All Others,22
Barnstable,-,11,U.S. Senate,,,All Others,0
Arlington,-,15,Governor's Council,6th,Democratic,Michael J. Callahan,971
Holliston,-,1,State House,8th Middlesex,Democratic,Carolyn C. Dykema,1168
Dudley,-,1,Governor's Council,7th,Democratic,Thomas J. Foley,860
Cambridge,2,1,U.S. Senate,,,All Others,3
Lynnfield,-,1,U.S. House,6th,,Blank Votes,81
Ludlow,-,2,State House,7th Hampden,,All Others,22
Springfield,4,H,State House,11th Hampden,,Total Votes Cast,753
Boston,4,8,U.S. House,8th,,Blank Votes,203
Holden,-,2,State House,1st Worcester,,Blank Votes,419
Salem,4,1,Governor's Council,5th,,Total Votes Cast,1348
Ashland,-,4,U.S. Senate,,,All Others,1
Chicopee,2,CN,President,,Green-Rainbow,McKinney and Clemente,0
Orange,-,2,U.S. Senate,,,Blank Votes,41
TOTALS,,,State Senate,Worcester and Middlesex,Democratic,Jennifer L. Flanagan,54341
Webster,-,4,State House,8th Worcester,Republican,Kevin J. Kuros,751
Malden,8,2,State Senate,Middlesex and Essex,,Total Votes Cast,1090
Gardner,3,B,Governor's Council,7th,Democratic,Thomas J. Foley,692
New Bedford,3,G,Governor's Council,1st,,Total Votes Cast,884
Bellingham,-,1,President,,,All Others,12
Norfolk,-,3,Governor's Council,2nd,,All Others,20
Easthampton,-,2,U.S. Senate,,,All Others,3
Maynard,-,4,President,,Unenrolled,Nader and Gonzalez,14
Mattapoisett,-,2,State House,10th Bristol,,Total Votes Cast,1939
Marblehead,-,3,U.S. Senate,,,Blank Votes,34
Boston,3,7,President,,Republican,McCain and Palin,258
Lynn,7,4,President,,,Blank Votes,5
Yarmouth,-,5,State Senate,Cape and Islands,,Total Votes Cast,1858
Malden,4,2,U.S. House,7th,,All Others,3
Westford,-,6,Governor's Council,3rd,,Blank Votes,693
Quincy,4,4,State House,2nd Norfolk,,Blank Votes,227
Leominster,4,A,U.S. House,1st,Republican,Nathan A. Bech,521
Winthrop,-,1,U.S. Senate,,Democratic,John F. Kerry,911
Dartmouth,-,6,President,,Green-Rainbow,McKinney and Clemente,1
