town,ward,precinct,office,district,party,candidate,votes
Lenox,-,1,State House,4th Berkshire,,Blanks,480
Worcester,9,5,President,,,Total Votes Cast,2142
Haverhill,7,1,President,,Republican,Donald J. Trump,628
Hingham,-,1,President,,Republican,Donald J. Trump,794
Dudley,-,1,U.S. House,1st, (Write-In),Alex B. Morse,3
Springfield,6,G,President,,Green-Rainbow,Howard Hawkins,4
Boston,1,4,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,749
Boston,2,7,President,,,Blanks,8
Leominster,3,C,President,,Republican,Donald J. Trump,836
Springfield,1,C,Governor's Council, 8th,Democratic,Mary E. Hurley,397
Newton,8,1,President,,,Blanks,17
Rehoboth,-,3,President,,Green-Rainbow,Howard Hawkins,18
Fitchburg,6,A,State Senate,Worcester and Middlesex,,Total Votes Cast,1809
Norwood,-,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,6
Fairhaven,-,4,President,,Republican,Donald J. Trump,713
Boston,5,6,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Westford,-,6,State Senate,1st Middlesex,,All Others,54
Walpole,-,3,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1394
Boston,12,3,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Blackstone,-,2,Governor's Council, 7th,,Total Votes Cast,1844
Lancaster,-,1,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Norwood,-,9,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1389
New Bedford,3,A,U.S. Senate,,,Total Votes Cast,598
Boylston,-,1,State House,12th Worcester,Republican,Susan E. Smiley,1299
Bourne,-,2,U.S. House,9th,,Total Votes Cast,2088
Bellingham,-,4A,State House,8th Worcester,,Total Votes Cast,288
Pittsfield,6,A,Governor's Council, 8th,,Total Votes Cast,1644
Hopkinton,-,1,President,,Democratic,"Joseph R. Biden, Jr.",2032
Chelsea,4,1,President,,Libertarian,Jo Jorgensen,5
Milford,-,7,U.S. House,4th,Democratic,Jake Auchincloss,1190
Hanover,-,3,President,,Libertarian,Jo Jorgensen,28
Quincy,4,2,U.S. Senate,,Republican,Kevin J. O'Connor,609
Attleboro,2,A,U.S. House,4th,Democratic,Jake Auchincloss,977
New Bedford,4,D,State House,10th Bristol,,Total Votes Cast,920
Watertown,-,7,Governor's Council, 3rd,,Total Votes Cast,1770
Westwood,-,3,President,,,Total Votes Cast,2604
Brookline,-,9,State House,15th Norfolk,,Total Votes Cast,1966
Plymouth,-,13,President,,Libertarian,Jo Jorgensen,26
Easton,-,6,U.S. Senate,,,Total Votes Cast,2569
Acushnet,-,3,President,,Republican,Donald J. Trump,1190
Malden,3,2,President,,,Blanks,15
Middleborough,-,3,U.S. House,9th,Republican,Helen Brady,1087
Taunton,6,B,State House,5th Bristol,,Blanks,497
Belchertown,-,B,State House,7th Hampden,Republican,James Chip Harrington,1135
Pittsfield,7,B,U.S. House,1st,,Total Votes Cast,1678
Springfield,2,H,State House,11th Hampden,Republican,"Prince Golphin, Jr",215
Watertown,-,5,State House,29th Middlesex,,All Others,18
Gardner,3,A,President,,,No Preference,0
N. Andover,-,7,State Senate,1st Essex and Middlesex,,All Others,61
Marblehead,-,4,President,,Democratic,"Joseph R. Biden, Jr.",1702
Medway,-,2,U.S. House,4th,,All Others,6
Boston,12,9,U.S. House,7th,,Blanks,33
Billerica,-,1,State House,22nd Middlesex,,Blanks,86
Gardner,2,B,President,,,No Preference,0
Plymouth,-,9,President,,,Total Votes Cast,2099
Brockton,5,B,President,,Libertarian,Jo Jorgensen,24
Methuen,-,11,President,,,Total Votes Cast,2631
Walpole,-,6,U.S. Senate,,,All Others,6
Boston,18,14,President,,Libertarian,Jo Jorgensen,9
Gardner,4,A,U.S. Senate,,,Total Votes Cast,965
Chester,-,1,State House,1st Franklin,,Blanks,293
Boston,1,2,U.S. Senate,,,All Others,8
Southwick,-,1,Governor's Council, 8th,,Total Votes Cast,2146
Holden,-,3,President,,Republican,Donald J. Trump,835
Acton,-,2,State Senate,Middlesex and Worcester,,Total Votes Cast,2429
Brookline,-,4,State House,15th Norfolk,,Blanks,367
New Bedford,4,C,President,,,Blanks,9
Dracut,-,5,President,,,No Preference,0
Cummington,-,1,President,,,No Preference,0
Boston,8,1,State Senate,2nd Suffolk,,Total Votes Cast,949
Everett,5,2,President,,Green-Rainbow,Howard Hawkins,6
Methuen,-,10,President,,Green-Rainbow,Howard Hawkins,7
Quincy,3,4,State Senate,Norfolk and Plymouth,,All Others,4
Boston,18,11,Governor's Council, 4th,,Blanks,144
Billerica,-,2,State House,22nd Middlesex,,Total Votes Cast,2264
Billerica,-,10,Governor's Council, 3rd,,Total Votes Cast,2339
TOTALS,,,State House,6th Norfolk,,All Others,73
Rowley,-,1,Governor's Council, 5th,,Blanks,1360
Brookfield,-,1,President,,Libertarian,Jo Jorgensen,34
Boston,22,1,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Boston,15,1,State Senate,1st Suffolk,Democratic,Nicholas P. Collins,846
W. Tisbury,-,1,U.S. House,9th,Democratic,Bill Keating,1887
Beverly,2,2,U.S. House,6th,,All Others,1
Methuen,-,10,State House,14th Essex,,All Others,36
Melrose,3,1,President,,Democratic,"Joseph R. Biden, Jr.",953
Walpole,-,7,President,,Green-Rainbow,Howard Hawkins,10
Framingham,-,2,U.S. Senate,,,Blanks,64
Boston,13,3,President,,Libertarian,Jo Jorgensen,12
Randolph,-,3,U.S. Senate,,,Total Votes Cast,1468
Peabody,6,1,U.S. House,6th,Democratic,Seth W. Moulton,990
Palmer,-,1A,State House,1st Hampden,,All Others,0
Medford,5,2,President,,,All Others,2
Leominster,5,B,State Senate,Worcester and Middlesex,,Total Votes Cast,1575
Fairhaven,-,3,U.S. Senate,,,Blanks,39
Springfield,2,F,State House,9th Hampden,Democratic,Orlando Ramos,861
Malden,4,2,President,,,No Preference,0
Somerville,4,2,State Senate,2nd Middlesex,,Total Votes Cast,1698
Boston,14,11,State Senate,2nd Suffolk,,Total Votes Cast,833
Boston,22,7,State Senate,2nd Suffolk and Middlesex,Democratic,William N. Brownsberger,1023
Pittsfield,7,A,President,,,Blanks,2
Tewksbury,-,4A,State House,19th Middlesex,,Blanks,108
Uxbridge,-,2,Governor's Council, 7th,,Total Votes Cast,2133
Boston,12,6,U.S. House,7th,,Blanks,22
Brookline,-,11,State House,15th Norfolk,,All Others,7
Northborough,-,2,State House,12th Worcester,Democratic,Meghan Kilcoyne,1493
Cambridge,3,2A,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,651
Yarmouth,-,5,President,,Republican,Donald J. Trump,848
Andover,-,9,President,,Libertarian,Jo Jorgensen,33
Montague,-,6,President,,,Blanks,5
Gloucester,2,1,State Senate,1st Essex and Middlesex,Republican,Bruce E. Tarr,1197
Boston,13,8,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Lawrence,B,1,State House,16th Essex,,Total Votes Cast,944
Sturbridge,-,3,Governor's Council, 7th,,Blanks,588
N. Attleborough,-,5,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1255
Lowell,3,3,U.S. House,3rd,,Blanks,236
New Bedford,3,F,Governor's Council, 1st,,All Others,12
Amesbury,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,10
Westford,-,3,President,,Republican,Donald J. Trump,811
Springfield,4,C,State Senate,Hampden,Democratic,Adam Gomez,528
Milton,-,7,State Senate,"Norfolk, Bristol and Plymouth",,All Others,15
Brockton,5,B,State Senate,2nd Plymouth and Bristol,Democratic,Michael D. Brady,1292
TOTALS,,,State House,1st Essex,Democratic,Amber Hewett,13614
Haverhill,2,1,State House,15th Essex,,Blanks,363
Boston,6,4,President,,,Blanks,6
Worcester,7,1,President,,,Total Votes Cast,1694
Palmer,-,3,President,,Republican,Donald J. Trump,594
Adams,-,3,U.S. Senate,,,Total Votes Cast,957
Pittsfield,4,B,U.S. Senate,,Republican,Kevin J. O'Connor,532
Barnstable,-,13,President,,Democratic,"Joseph R. Biden, Jr.",1034
Sharon,-,3,U.S. House,4th,Democratic,Jake Auchincloss,1666
Boston,19,1,U.S. House,8th,Democratic,Stephen F. Lynch,809
Barnstable,-,8,U.S. House,9th,,Blanks,57
Agawam,-,8,President,,Green-Rainbow,Howard Hawkins,7
Stoneham,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1225
Leominster,3,C,President,,,All Others,8
Boston,11,10,U.S. House,8th,Unenrolled,Jonathan D. Lott,167
Shutesbury,-,1,State House,1st Franklin,Democratic,Natalie M. Blais,1144
Stoughton,-,4,President,,Green-Rainbow,Howard Hawkins,9
Nantucket,-,1,U.S. House,9th,Unenrolled,Michael Manley,111
Seekonk,-,4,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1510
Wakefield,-,4,State Senate,5th Middlesex,,All Others,40
Boston,20,20,State House,10th Suffolk,,Total Votes Cast,1489
Boston,2,7,President,,Republican,Donald J. Trump,314
Wellesley,-,A,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,1631
Yarmouth,-,5,State Senate,Cape and Islands,,All Others,11
Middleborough,-,2,President,,,Blanks,8
Boston,11,5,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",998
Millbury,-,2,U.S. House,2nd,,Blanks,44
Cambridge,1,2,President,,Libertarian,Jo Jorgensen,19
New Bedford,2,A,U.S. Senate,,,Total Votes Cast,344
Arlington,-,14,U.S. Senate,,,Blanks,23
Danvers,-,5,State House,13th Essex,,Blanks,109
Princeton,-,1,State House,1st Worcester,,Blanks,739
Boston,8,5,State House,5th Suffolk,,Blanks,81
Westminster,-,1,President,,,Total Votes Cast,2701
Weymouth,-,17,Governor's Council, 4th,,Total Votes Cast,1538
Quincy,5,4,U.S. House,8th,,Blanks,136
Springfield,5,F,U.S. House,1st,,Total Votes Cast,1153
Worcester,5,4,U.S. House,2nd,,All Others,4
Tyngsborough,-,3,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1417
Needham,-,A,State Senate,"Norfolk, Bristol and Middlesex",,Total Votes Cast,1816
Shrewsbury,-,9,State Senate,2nd Worcester,,All Others,10
Medfield,-,4,State House,9th Norfolk,,Total Votes Cast,2040
Revere,4,1,State Senate,1st Suffolk and Middlesex,,Blanks,361
Spencer,-,1,Governor's Council, 7th,Democratic,Paul M. Depalo,1031
Winchester,-,2,State House,31st Middlesex,Unenrolled,Elizabeth R. Harrah,414
Fitchburg,5,B,U.S. House,3rd,,Total Votes Cast,891
Agawam,-,8,U.S. Senate,,,All Others,15
Littleton,-,2,U.S. House,3rd,,All Others,57
Lawrence,B,1,President,,Libertarian,Jo Jorgensen,9
Lowell,3,3,U.S. House,3rd,Democratic,Lori Loureiro Trahan,706
Medford,1,2,U.S. House,5th,,Blanks,88
Boston,13,10,U.S. Senate,,,All Others,11
Northampton,2,B,State House,1st Hampshire,,Blanks,89
Malden,6,2,President,,Republican,Donald J. Trump,411
Falmouth,-,9,Governor's Council, 1st,,Total Votes Cast,2193
Boston,4,9,U.S. House,7th,,All Others,1
Lawrence,C,2,State House,17th Essex,,All Others,31
Dighton,-,1,President,,Green-Rainbow,Howard Hawkins,12
Somerville,1,2,Governor's Council, 6th,,Total Votes Cast,2264
Quincy,2,2,State Senate,Norfolk and Plymouth,,Blanks,126
Saugus,-,2,State House,9th Essex,Republican,Donald H. Wong,1075
Bellingham,-,5,U.S. Senate,, (Write-In),Shiva Ayyadurai,4
Arlington,-,9,U.S. House,5th,Republican,Caroline Colarusso,224
Swansea,-,5,U.S. House,4th,,Total Votes Cast,2032
Brookline,-,2,President,,Libertarian,Jo Jorgensen,7
Weston,-,4,President,,,Blanks,11
Norwell,-,3,State Senate,Plymouth and Norfolk,,All Others,3
Marblehead,-,2,Governor's Council, 6th,Democratic,Terrence W. Kennedy,1788
Boston,20,16,U.S. Senate,,Democratic,Edward J. Markey,978
Pittsfield,6,A,U.S. Senate,,,Total Votes Cast,1644
Boston,21,5,U.S. Senate,,,Blanks,15
Duxbury,-,3,U.S. Senate,,Republican,Kevin J. O'Connor,757
TOTALS,,,State House,10th Worcester,,All Others,254
Salem,6,2,Governor's Council, 5th,,All Others,10
Springfield,8,F,State Senate,Hampden,,All Others,28
Natick,-,6,President,,,Blanks,19
Natick,-,6,Governor's Council, 2nd,,Total Votes Cast,2166
Yarmouth,-,7,U.S. House,9th,Unenrolled,Michael Manley,73
Ashland,-,2,State House,7th Middlesex,,All Others,0
Arlington,-,9,President,,Democratic,"Joseph R. Biden, Jr.",1025
Auburn,-,3,President,,Democratic,"Joseph R. Biden, Jr.",1171
Methuen,-,2,Governor's Council, 5th,,All Others,22
Beverly,3,1,State Senate,2nd Essex,,All Others,0
Hopkinton,-,3,State Senate,2nd Middlesex and Norfolk,,Total Votes Cast,2401
Huntington,-,1,Governor's Council, 8th,,Total Votes Cast,1223
Amherst,-,5,State House,3rd Hampshire,,Total Votes Cast,1149
W. Tisbury,-,1,U.S. House,9th,,All Others,1
Lynn,1,3,State Senate,3rd Essex,,Total Votes Cast,1767
Hingham,-,5A,U.S. House,8th,,Total Votes Cast,1139
Sudbury,-,3,State House,13th Middlesex,,Blanks,137
E. Longmeadow,-,4,President,,Democratic,"Joseph R. Biden, Jr.",1271
Boston,7,10,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Sterling,-,2,U.S. Senate,, (Write-In),Shiva Ayyadurai,43
Boston,14,7,U.S. Senate,,,Total Votes Cast,713
Somerville,6,1,Governor's Council, 6th,,Blanks,402
Easthampton,-,1,State Senate,2nd Hampden and Hampshire,,Blanks,2
Norton,-,5,U.S. Senate,,,Blanks,45
Boston,16,10,U.S. House,8th,,Blanks,134
Melrose,6,2,State House,32nd Middlesex,,Total Votes Cast,688
Holyoke,3,A,State Senate,2nd Hampden and Hampshire,,Blanks,81
Fitchburg,6,B,U.S. Senate,,,Total Votes Cast,1201
Quincy,3,1,U.S. House,8th,,Blanks,169
Fall River,3,C,U.S. Senate,,Democratic,Edward J. Markey,750
Dracut,-,2,U.S. House,3rd,,All Others,0
Peabody,2,1,State House,12th Essex,,All Others,21
Weston,-,1,State House,14th Norfolk,Democratic,Alice Hanlon Peisch,1399
Randolph,-,12,President,,,Blanks,10
Lawrence,F,4,Governor's Council, 5th,,All Others,26
Arlington,-,1,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,854
Westford,-,1,State Senate,1st Middlesex,,Blanks,757
Upton,-,1,Governor's Council, 7th,,Blanks,824
Sutton,-,2,Governor's Council, 7th,,All Others,24
Holden,-,5,Governor's Council, 7th,Democratic,Paul M. Depalo,1817
Worcester,10,1,Governor's Council, 7th,Democratic,Paul M. Depalo,729
Yarmouth,-,3,President,,,Blanks,8
Boston,14,13,Governor's Council, 4th,,Total Votes Cast,685
Chicopee,8,A,Governor's Council, 8th,Democratic,Mary E. Hurley,1176
Watertown,-,10,State Senate,2nd Suffolk and Middlesex,Democratic,William N. Brownsberger,1665
Westport,-,E,Governor's Council, 1st,Democratic,Joseph C. Ferreira,1648
Worcester,2,5,U.S. House,2nd,Democratic,James P. McGovern,608
Millbury,-,3,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,836
Dalton,-,1,U.S. Senate,,Democratic,Edward J. Markey,1296
Milford,-,4,State Senate,Worcester and Norfolk,Democratic,Christine Crean,676
Boston,5,11,State House,8th Suffolk,Democratic,Jay D. Livingstone,730
Leominster,2,C,President,,,Total Votes Cast,835
Natick,-,4,President,,Democratic,"Joseph R. Biden, Jr.",1580
Bridgewater,-,1,U.S. Senate,,,Total Votes Cast,2932
Quincy,2,1,President,,,No Preference,0
Cambridge,5,3,U.S. House,7th,,Blanks,36
Fall River,4,B,President,,,Total Votes Cast,863
Attleboro,1,A,State House,2nd Bristol,,Blanks,462
Fall River,6,A,State House,8th Bristol,,Blanks,129
Holbrook,-,1,U.S. Senate,,,All Others,2
Holyoke,4,B,U.S. Senate,,,Blanks,32
Weymouth,-,5,U.S. House,8th,,All Others,7
Boston,17,7,President,,,Blanks,1
Boston,4,7,Governor's Council, 3rd,,Total Votes Cast,877
Springfield,8,E,Governor's Council, 8th,,All Others,15
Yarmouth,-,2,State House,1st Barnstable,,Total Votes Cast,2417
E. Longmeadow,-,3,Governor's Council, 8th,,Blanks,695
Quincy,2,2,State Senate,Norfolk and Plymouth,,Total Votes Cast,1421
Palmer,-,1,President,,Green-Rainbow,Howard Hawkins,7
Harvard,-,1,State House,37th Middlesex,,All Others,15
Revere,6,2,President,,,Blanks,8
Peru,-,1,U.S. Senate,,,All Others,0
Pittsfield,5,A,State House,3rd Berkshire,,All Others,9
Medford,2,2,State Senate,2nd Middlesex,Democratic,Patricia D. Jehlen,1616
Boston,9,2,President,,Libertarian,Jo Jorgensen,17
Dartmouth,-,6,President,,,No Preference,0
Tewksbury,-,1,President,,,Total Votes Cast,2168
Sterling,-,2,President,,Democratic,"Joseph R. Biden, Jr.",1463
Cambridge,11,1,President,,,Blanks,10
Charlemont,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,0
Amherst,-,6,State House,3rd Hampshire,,Blanks,210
Saugus,-,2,President,,Libertarian,Jo Jorgensen,14
Boston,19,8,U.S. House,8th,,All Others,14
Boston,10,1,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",556
Stow,-,1,President,,,All Others,14
Norton,-,4,President,,Green-Rainbow,Howard Hawkins,15
Natick,-,1,President,,,Total Votes Cast,1438
Wellesley,-,F,U.S. House,4th,,Total Votes Cast,1409
Boston,5,7,U.S. House,7th,,Blanks,103
Brookline,-,1,U.S. House,4th,Democratic,Jake Auchincloss,1591
Lincoln,-,1,State Senate,3rd Middlesex,,Blanks,524
Boston,7,3,State Senate,1st Suffolk,Democratic,Nicholas P. Collins,1281
Pepperell,-,3,President,,,Blanks,13
Burlington,-,7,State House,21st Middlesex,,Blanks,636
Greenfield,-,1,State House,2nd Berkshire,,Total Votes Cast,1090
Holliston,-,1,U.S. House,5th,Democratic,Katherine M. Clark,1657
Springfield,4,F,U.S. House,1st,,Total Votes Cast,229
Boston,5,6,U.S. House,7th,,All Others,10
New Bedford,6,B,President,,Democratic,"Joseph R. Biden, Jr.",586
Salisbury,-,1,President,,Libertarian,Jo Jorgensen,25
Boston,19,6,State House,11th Suffolk,,Blanks,224
N. Andover,-,8,U.S. Senate,,Republican,Kevin J. O'Connor,1070
Worcester,2,1,U.S. Senate,,,All Others,17
Tyngsborough,-,1,President,,,Total Votes Cast,1766
Holyoke,5,B,Governor's Council, 8th,,Total Votes Cast,1326
Revere,5,3,President,,,No Preference,0
Northampton,5,B,State House,1st Hampshire,,Blanks,153
Walpole,-,8,President,,Green-Rainbow,Howard Hawkins,7
Montague,-,1,State Senate,"Hampshire, Franklin and Worcester",,All Others,2
Chicopee,2,B,State House,8th Hampden,,Total Votes Cast,1711
Lowell,5,1,State Senate,1st Middlesex,,All Others,9
Methuen,-,3,U.S. House,3rd,,All Others,61
Woburn,2,2,U.S. Senate,,,Total Votes Cast,1206
Hanson,-,2,President,,,Blanks,21
Boston,17,5,President,,,All Others,0
Boston,15,2,President,,Libertarian,Jo Jorgensen,1
Fall River,5,B1,U.S. Senate,,Republican,Kevin J. O'Connor,46
Fall River,4,C,Governor's Council, 1st,,Blanks,204
Acushnet,-,3,U.S. Senate,,Republican,Kevin J. O'Connor,1059
Haverhill,3,2,U.S. Senate,,,Blanks,38
Somerville,5,3,U.S. House,7th,Democratic,Ayanna S. Pressley,2022
Dedham,-,6,U.S. House,8th,,Blanks,289
Stoughton,-,4,President,,,All Others,3
Boston,22,3,Governor's Council, 3rd,,All Others,27
N. Reading,-,1,State House,20th Middlesex,Republican,"Bradley H. Jones, Jr",1788
Marshfield,-,5,U.S. House,9th,Unenrolled,Michael Manley,36
Worcester,9,1,U.S. House,2nd,Democratic,James P. McGovern,1364
Norton,-,5,State House,1st Bristol,Republican,Fred Jay Barrows,750
Somerville,2,2,U.S. House,7th, (Write-In),Rachel Nicole Miselman,0
Boston,1,15,U.S. Senate,,,Blanks,0
Haverhill,2,3,President,,Libertarian,Jo Jorgensen,16
Wareham,-,1,U.S. House,9th,Republican,Helen Brady,723
Revere,1,2,President,,,Total Votes Cast,1072
Westfield,4,B,President,,Libertarian,Jo Jorgensen,37
Wayland,-,4,State Senate,"Norfolk, Bristol and Middlesex",,All Others,5
Scituate,-,4,Governor's Council, 4th,,All Others,14
Sutton,-,1,State Senate,Worcester and Norfolk,,Total Votes Cast,2290
Brookline,-,4,Governor's Council, 3rd,,Total Votes Cast,1776
Melrose,6,1,State House,32nd Middlesex,,Blanks,0
Sandwich,-,1,President,,,All Others,9
Danvers,-,8,President,,,Blanks,19
Danvers,-,7,U.S. Senate,,Democratic,Edward J. Markey,1277
Oxford,-,2,U.S. House,2nd,,All Others,4
Worcester,1,4,U.S. House,2nd,,All Others,5
Dracut,-,3,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1345
Needham,-,I,President,,,No Preference,0
Salisbury,-,3,President,,,No Preference,0
Boston,21,15,U.S. House,7th,Democratic,Ayanna S. Pressley,802
Harwich,-,4,State House,4th Barnstable,,Blanks,470
Chelmsford,-,4,State Senate,3rd Middlesex,,Total Votes Cast,2430
Salem,7,1,State House,7th Essex,,All Others,6
Kingston,-,2,U.S. House,9th,,Blanks,102
Pittsfield,1,A,President,,Republican,Donald J. Trump,312
Longmeadow,-,A,State House,2nd Hampden,,All Others,48
Newburyport,1,1,U.S. Senate,,Republican,Kevin J. O'Connor,400
Haverhill,2,3,President,,Democratic,"Joseph R. Biden, Jr.",611
Springfield,1,H,U.S. House,1st,,All Others,18
Boston,16,7,President,,Democratic,"Joseph R. Biden, Jr.",647
Lowell,7,1,U.S. Senate,,,Blanks,53
Milton,-,9,Governor's Council, 2nd,,Blanks,702
Worcester,1,4,President,,Green-Rainbow,Howard Hawkins,20
Canton,-,1,U.S. House,8th,Unenrolled,Jonathan D. Lott,408
Pittsfield,1,B,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,Blanks,354
W. Springfield,-,3,State House,6th Hampden,,Blanks,425
TOTALS,,,State House,12th Suffolk,,Total Votes Cast,20823
Seekonk,-,1,State House,4th Bristol,,Blanks,396
Holyoke,3,B,State Senate,2nd Hampden and Hampshire,,All Others,1
Springfield,7,C,State House,12th Hampden,Democratic,"Angelo J. Puppolo, Jr.",1076
Somerset,-,2,U.S. Senate,,,Total Votes Cast,2329
Milton,-,3,U.S. Senate,,,Total Votes Cast,1940
Dighton,-,1,State Senate,1st Plymouth and Bristol,Democratic,Marc R. Pacheco,1466
Waltham,6,1,State House,9th Middlesex,Unenrolled,"George A. Darcy, III",345
Boston,18,5,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1129
Peabody,4,2,U.S. Senate,,,All Others,2
Watertown,-,6,U.S. House,5th,Democratic,Katherine M. Clark,1194
Franklin,-,2,President,,,Blanks,20
Colrain,-,1,U.S. House,1st,,Total Votes Cast,1012
Belmont,-,1,State House,24th Middlesex,Democratic,David M. Rogers,1502
Goshen,-,1,President,,,All Others,3
Boylston,-,1,Governor's Council, 7th,,Total Votes Cast,3321
Mount Washington,-,1,U.S. Senate,,,All Others,0
Springfield,2,D,U.S. House,1st,,Total Votes Cast,1024
Ashland,-,1,U.S. House,5th,Republican,Caroline Colarusso,598
Boston,7,4,U.S. Senate,,Democratic,Edward J. Markey,875
Peabody,2,1,U.S. Senate,,Democratic,Edward J. Markey,920
Orleans,-,1,State Senate,Cape and Islands,,All Others,40
Fall River,4,A,President,,Libertarian,Jo Jorgensen,9
Boston,1,1,U.S. House,7th,,Total Votes Cast,1182
Holden,-,4,State Senate,1st Worcester,Democratic,Harriette L. Chandler,2054
Winchester,-,6,State House,31st Middlesex,Unenrolled,Elizabeth R. Harrah,541
Boston,15,7,U.S. Senate,,,Blanks,27
Arlington,-,9,President,,,Total Votes Cast,1280
Lowell,7,1,U.S. Senate,,,Total Votes Cast,813
Lunenburg,-,B,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Truro,-,1,U.S. House,9th,,Total Votes Cast,1768
Lawrence,F,4,U.S. Senate,,Democratic,Edward J. Markey,757
Quincy,2,2,State Senate,Norfolk and Plymouth,,All Others,5
Winchester,-,7,State House,31st Middlesex,Democratic,Michael Seamus Day,1063
Waltham,8,1,President,,Democratic,"Joseph R. Biden, Jr.",1228
Watertown,-,11,President,,,Total Votes Cast,1488
Worcester,1,1,President,,Democratic,"Joseph R. Biden, Jr.",1523
Fall River,1,A,U.S. House,9th,,Blanks,126
Tyringham,-,1,President,,Democratic,"Joseph R. Biden, Jr.",234
Boston,3,6,State House,3rd Suffolk,,All Others,54
Worcester,6,3,U.S. House,2nd,Democratic,James P. McGovern,883
Rehoboth,-,3,U.S. House,4th,Democratic,Jake Auchincloss,1164
Lexington,-,2,U.S. House,5th,,All Others,1
Revere,2,3,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,392
Boston,19,7,U.S. House,7th,,Total Votes Cast,1505
Palmer,-,1,President,,,No Preference,0
Revere,5,3,U.S. Senate,,Republican,Kevin J. O'Connor,300
Northampton,4,A,U.S. Senate,,Republican,Kevin J. O'Connor,69
Lincoln,-,1,U.S. House,5th,Democratic,Katherine M. Clark,2075
Malden,1,1,U.S. Senate,,,Total Votes Cast,1343
Billerica,-,3,President,,Green-Rainbow,Howard Hawkins,11
Boston,13,7,President,,,All Others,3
Quincy,1,3,State Senate,Norfolk and Plymouth,Unenrolled,Alexander N. Mendez,424
New Bedford,3,B,State Senate,2nd Bristol and Plymouth,,Blanks,114
Revere,5,3,U.S. House,5th,Democratic,Katherine M. Clark,663
New Bedford,4,F,U.S. Senate,,Democratic,Edward J. Markey,665
W. Springfield,-,1,President,,Libertarian,Jo Jorgensen,12
Burlington,-,7,U.S. House,6th,,Total Votes Cast,2429
Weston,-,2,Governor's Council, 3rd,,Blanks,511
Revere,2,3,President,,Democratic,"Joseph R. Biden, Jr.",301
Oak Bluffs,-,1,President,,,No Preference,0
Springfield,7,B,Governor's Council, 8th,,Total Votes Cast,1429
Pittsfield,6,B,State House,3rd Berkshire,,Blanks,245
Marblehead,-,6,Governor's Council, 6th,Democratic,Terrence W. Kennedy,1709
Dracut,-,6A,Governor's Council, 5th,,Blanks,24
Chicopee,9,B,U.S. House,1st, (Write-In),Alex B. Morse,0
Marblehead,-,4,President,,Green-Rainbow,Howard Hawkins,10
Hanover,-,3,U.S. House,9th,Democratic,Bill Keating,1254
Fall River,8,C,State House,6th Bristol,Democratic,Carole A. Fiola,1292
Worcester,1,5,U.S. House,2nd,,Blanks,67
Springfield,2,B,State Senate,Hampden,,Blanks,194
Lynnfield,-,4,U.S. House,6th,,Total Votes Cast,2184
Holliston,-,2,U.S. House,5th,Republican,Caroline Colarusso,707
Fall River,6,C,President,,Democratic,"Joseph R. Biden, Jr.",652
Lunenburg,-,C,State House,37th Middlesex,,All Others,3
Fitchburg,4,A,President,,,Blanks,3
Worcester,1,4,U.S. House,2nd,,Blanks,73
Boston,2,2,President,,Libertarian,Jo Jorgensen,17
Holyoke,5,B,U.S. Senate,,,Total Votes Cast,1326
Haverhill,3,3,U.S. House,3rd,,Blanks,264
Leominster,5,B,State House,4th Worcester,Republican,Thomas F. Ardinger,606
Fairhaven,-,6,U.S. Senate,,Democratic,Edward J. Markey,820
Everett,2,2,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,843
TOTALS,,,State House,2nd Plymouth,Republican,Susan Williams Gifford,17954
Mansfield,-,2,State Senate,Bristol and Norfolk,,Blanks,742
Watertown,-,6,President,,,Blanks,7
Walpole,-,8,President,,,No Preference,0
Fall River,2,B,U.S. Senate,,Democratic,Edward J. Markey,473
Lawrence,B,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
