town,ward,precinct,office,district,party,candidate,votes
Worcester,10,3,U.S. Senate,,Republican,Kevin J. O'Connor,162
Boston,18,8,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",143
Winthrop,-,1,U.S. Senate,,,Total Votes Cast,1805
Boston,17,7,U.S. Senate,,,Total Votes Cast,499
Ashland,-,4,U.S. House,5th,,All Others,0
New Bedford,5,D,Governor's Council, 1st,,Total Votes Cast,1277
Lynn,3,1,U.S. House,6th,,Blanks,56
Boston,6,6,U.S. House,8th,Democratic,Stephen F. Lynch,1000
Bridgewater,-,1,Governor's Council, 1st,Democratic,Joseph C. Ferreira,1927
Chicopee,5,B,U.S. House,1st,,Blanks,256
Bridgewater,-,7,President,,Libertarian,Jo Jorgensen,39
Rehoboth,-,2,U.S. House,4th,,All Others,2
Lowell,6,2,State Senate,1st Middlesex,,All Others,6
Lynn,4,3,Governor's Council, 6th,,All Others,55
Boston,2,6,President,,Republican,Donald J. Trump,398
Boston,21,10,President,,Green-Rainbow,Howard Hawkins,8
Phillipston,-,1,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
W. Bridgewater,-,1,State Senate,"Norfolk, Bristol and Plymouth",,All Others,20
Middleton,-,2,President,,Libertarian,Jo Jorgensen,38
Haverhill,2,3,U.S. Senate,,Democratic,Edward J. Markey,643
Fitchburg,6,B,Governor's Council, 7th,,Blanks,249
Boston,22,7,U.S. Senate,,Republican,Kevin J. O'Connor,152
Auburn,-,5,President,,,Blanks,13
Middleborough,-,2,President,,Libertarian,Jo Jorgensen,49
Leominster,2,B,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Bellingham,-,5,State Senate,Worcester and Norfolk,Republican,Ryan C. Fattman,1084
Barnstable,-,9,State House,2nd Barnstable,,All Others,3
W. Springfield,-,4,U.S. Senate,,,All Others,0
Stockbridge,-,1,U.S. Senate,,,All Others,0
Dartmouth,-,2,President,,Republican,Donald J. Trump,668
Rockland,-,1,President,,,All Others,14
Plainville,-,2,U.S. Senate,,Republican,Kevin J. O'Connor,843
Dartmouth,-,2,President,,Libertarian,Jo Jorgensen,10
Somerville,3,2,State Senate,2nd Middlesex,,Total Votes Cast,2037
Fall River,5,B,State Senate,1st Bristol and Plymouth,,Total Votes Cast,567
Waltham,3,1,U.S. House,5th,,All Others,1
W. Springfield,-,8,State Senate,Hampden,,Blanks,460
Easton,-,1,U.S. House,4th,,Total Votes Cast,1381
Boston,15,4,President,,,Blanks,10
Plymouth,-,10,President,,,Total Votes Cast,1621
Amherst,-,7,President,,Libertarian,Jo Jorgensen,14
Revere,3,2,Governor's Council, 6th,,Total Votes Cast,1086
Beverly,3,1,President,,,All Others,3
Lowell,9,1,State Senate,1st Middlesex,,Blanks,267
Taunton,8,A,President,,Libertarian,Jo Jorgensen,26
Boston,1,6,U.S. Senate,,,Blanks,37
Springfield,8,B,Governor's Council, 8th,,Blanks,170
New Bedford,4,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Easton,-,1,Governor's Council, 4th,,Blanks,423
Boston,22,1,State Senate,Middlesex and Suffolk,,Blanks,292
Scituate,-,1,State House,4th Plymouth,Republican,Craig S. Valdez,732
Boston,8,2,State House,9th Suffolk,Democratic,Jon Santiago,1347
Duxbury,-,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,1
Everett,2,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,11
Russell,-,1,U.S. House,1st, (Write-In),Alex B. Morse,1
Ipswich,-,4,U.S. House,6th,Democratic,Seth W. Moulton,1628
Worcester,5,2,State Senate,2nd Worcester,,Total Votes Cast,1734
Boston,18,7,U.S. Senate,,,Total Votes Cast,1180
Billerica,-,4,State Senate,4th Middlesex,,All Others,15
Woburn,2,1,President,,Republican,Donald J. Trump,560
Lowell,5,1,U.S. House,3rd,,Blanks,250
Worcester,2,2,President,,Libertarian,Jo Jorgensen,40
Waltham,1,2,State House,9th Middlesex,,Blanks,242
Medford,6,1,U.S. Senate,,Democratic,Edward J. Markey,2012
Raynham,-,1A,U.S. Senate,,,Total Votes Cast,241
Oxford,-,3,State House,7th Worcester,,Total Votes Cast,2004
Newton,3,3,U.S. Senate,,,Total Votes Cast,1717
Chelsea,2,4,Governor's Council, 6th,,All Others,0
Boston,2,2,Governor's Council, 6th,,Blanks,475
Boston,15,2,State Senate,1st Suffolk,,Total Votes Cast,676
Easthampton,-,5,U.S. House,1st,,Blanks,487
Malden,8,1,State Senate,5th Middlesex,,Total Votes Cast,1803
Norton,-,5,State House,1st Bristol,,All Others,3
Aquinnah,-,1,President,,Republican,Donald J. Trump,34
Hudson,-,4,U.S. Senate,,,Total Votes Cast,1822
Worcester,3,2,State Senate,1st Worcester,,Total Votes Cast,475
N. Adams,5,5,State Senate,"Berkshire, Hampshire, Franklin & Hampden",Democratic,Adam G. Hinds,913
Hanson,-,3,U.S. House,9th,,All Others,2
E. Longmeadow,-,4,State House,2nd Hampden,,All Others,54
Boston,19,8,President,,Republican,Donald J. Trump,36
Norwood,-,7,Governor's Council, 2nd,,Blanks,578
Milton,-,8,State Senate,"Norfolk, Bristol and Plymouth",Democratic,"Walter F. Timilty, Jr.",1527
Palmer,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,Blanks,56
Lexington,-,8,President,,Democratic,"Joseph R. Biden, Jr.",1754
Athol,-,1,President,,,Total Votes Cast,1942
Methuen,-,1,President,,,Blanks,12
Cambridge,11,1,Governor's Council, 6th,,Total Votes Cast,2345
Millis,-,1,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Rebecca L. Rausch,1020
Duxbury,-,1,State Senate,Plymouth and Norfolk,,Total Votes Cast,2143
Raynham,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1112
Gardner,3,A,President,,,All Others,1
Dartmouth,-,3,U.S. House,9th,,All Others,0
Cambridge,10,3,State House,29th Middlesex,,Blanks,275
Somerville,2,1,State House,26th Middlesex,,All Others,12
Wakefield,-,7,State House,9th Essex,,Blanks,730
Scituate,-,2,U.S. Senate,,,Total Votes Cast,2255
Pelham,-,1,Governor's Council, 8th,,Blanks,130
Dighton,-,2,U.S. House,4th,,All Others,5
Fitchburg,6,B,President,,Libertarian,Jo Jorgensen,21
Lynn,2,1,State Senate,3rd Essex,Democratic,Brendan P. Crighton,1473
TOTALS,,,State House,2nd Worcester,Republican,Bruce K. Chester,8739
Needham,-,A,U.S. House,4th,,Total Votes Cast,1816
E. Longmeadow,-,1,State Senate,1st Hampden and Hampshire,Democratic,Eric P. Lesser,1875
Dedham,-,5,State House,11th Norfolk,,All Others,38
Hopkinton,-,2,U.S. Senate,,Republican,Kevin J. O'Connor,889
Bellingham,-,4A,U.S. Senate,,,Total Votes Cast,288
Wellfleet,-,1,U.S. Senate,,,All Others,5
Peabody,2,3,State Senate,2nd Essex,Democratic,Joan B. Lovely,1127
Lowell,8,3,State Senate,1st Middlesex,,Total Votes Cast,1776
Hamilton,-,3,State Senate,1st Essex and Middlesex,Republican,Bruce E. Tarr,1009
Haverhill,2,3,Governor's Council, 5th,,Total Votes Cast,932
Andover,-,2,State Senate,2nd Essex and Middlesex,,All Others,63
Boston,18,8,State Senate,2nd Suffolk,,Blanks,239
Marlborough,3,1,President,,Green-Rainbow,Howard Hawkins,10
Boston,13,9,Governor's Council, 4th,,Blanks,205
Boston,18,17,President,,,No Preference,0
Brockton,1,B,President,,Libertarian,Jo Jorgensen,19
Concord,-,3,President,,,Blanks,19
Shelburne,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,230
Sudbury,-,1A,U.S. House,5th,Republican,Caroline Colarusso,198
Greenfield,-,1,State House,2nd Berkshire,,Blanks,277
Northborough,-,2,Governor's Council, 7th,Democratic,Paul M. Depalo,1762
Dracut,-,8,State House,36th Middlesex,Democratic,Colleen M. Garry,1916
Hatfield,-,1,State House,1st Hampshire,Democratic,Lindsay N. Sabadosa,1812
Tewksbury,-,1,President,,,Blanks,15
Westfield,1,A,State Senate,2nd Hampden and Hampshire,,Total Votes Cast,2135
Waltham,1,2,State House,9th Middlesex,Democratic,Thomas M. Stanley,1350
Norton,-,3,State Senate,Bristol and Norfolk,Democratic,Paul R. Feeney,1563
Walpole,-,5,Governor's Council, 2nd,,All Others,11
Westport,-,D,Governor's Council, 1st,,Total Votes Cast,1827
Arlington,-,19,State House,23rd Middlesex,,Total Votes Cast,1409
Boston,21,11,President,,,All Others,14
Hinsdale,-,1,President,,,All Others,4
Boston,18,23,State House,14th Suffolk,,Blanks,126
Braintree,-,2B,President,,Libertarian,Jo Jorgensen,20
Abington,-,5,U.S. House,8th,Unenrolled,Jonathan D. Lott,446
Bourne,-,7,U.S. House,9th,,All Others,1
Revere,1,2,State House,19th Suffolk,,All Others,19
Lowell,2,3,President,,,All Others,3
Pepperell,-,2,State House,1st Middlesex,,All Others,6
Boston,20,6,U.S. House,8th,,Blanks,168
S. Hadley,-,A,President,,,All Others,6
Boston,18,14,Governor's Council, 4th,,Total Votes Cast,773
Chicopee,4,B,President,,,No Preference,0
Peabody,1,1,State Senate,2nd Essex,,Total Votes Cast,1734
Medway,-,2,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1472
Warren,-,B,President,,,All Others,3
Harvard,-,1,Governor's Council, 3rd,,Total Votes Cast,4157
Chelsea,3,4,U.S. Senate,,Democratic,Edward J. Markey,509
New Bedford,4,C,U.S. House,9th,,All Others,5
Bolton,-,1,U.S. House,3rd,,All Others,7
Waltham,9,2,U.S. House,5th,,Total Votes Cast,1215
Swampscott,-,3,President,,Democratic,"Joseph R. Biden, Jr.",977
Longmeadow,-,A,U.S. House,1st,,Total Votes Cast,2126
Lowell,1,3,U.S. Senate,,Democratic,Edward J. Markey,1135
Barnstable,-,5,U.S. Senate,,,Total Votes Cast,2522
Brockton,6,D,State House,10th Plymouth,,All Others,44
Worcester,7,2,President,,Republican,Donald J. Trump,376
Westborough,-,3,State House,4th Middlesex,Unenrolled,Syed H. Hashmi,732
Chicopee,5,A,U.S. House,1st,,Total Votes Cast,1483
Stoneham,-,5,State Senate,5th Middlesex,,All Others,40
Lunenburg,-,A,State Senate,Worcester and Middlesex,Republican,Dean Tran,806
Boston,5,5,State Senate,1st Suffolk and Middlesex,,All Others,8
Marshfield,-,1,U.S. Senate,,,Total Votes Cast,2542
Holbrook,-,1,Governor's Council, 4th,,All Others,18
Worcester,3,2,President,,Democratic,"Joseph R. Biden, Jr.",369
Great Barrington,-,C,Governor's Council, 8th,,Blanks,129
Belmont,-,4,U.S. Senate,,,Total Votes Cast,1658
Boston,14,1,President,,Republican,Donald J. Trump,109
Boston,21,9,President,,,No Preference,0
Saugus,-,10,State House,16th Suffolk,Democratic,Jessica Ann Giannino,921
New Bedford,1,A,U.S. House,9th,,All Others,1
Worcester,6,4,State House,16th Worcester,,Blanks,109
Plymouth,-,8,U.S. Senate,,,All Others,2
Revere,2,3A,U.S. Senate,,Democratic,Edward J. Markey,117
Lynn,2,3,U.S. Senate,,Democratic,Edward J. Markey,748
Somerville,7,1,Governor's Council, 6th,,All Others,36
Sandwich,-,5,State Senate,Plymouth and Barnstable,Democratic,Susan Lynn Moran,1090
Natick,-,1,U.S. House,5th,,Total Votes Cast,1438
TOTALS,,,State House,20th Middlesex,Democratic,Michelle Mullet,9936
Quincy,2,3,State House,3rd Norfolk,,Total Votes Cast,694
Lowell,8,2,State Senate,1st Middlesex,,Total Votes Cast,1355
Belmont,-,8,President,,Libertarian,Jo Jorgensen,21
Boston,21,16,U.S. Senate,,,Blanks,32
N. Adams,1,1,U.S. House,1st,Democratic,Richard E. Neal,1065
Yarmouth,-,3,State Senate,Cape and Islands,,All Others,20
Marblehead,-,6,U.S. Senate,,,Total Votes Cast,2393
Sandisfield,-,1,U.S. Senate,,,Blanks,22
Taunton,7,B,State House,3rd Bristol,,Total Votes Cast,2169
Medford,2,1,U.S. House,5th,,All Others,1
Rockland,-,2,U.S. House,9th,Democratic,Bill Keating,1091
Norton,-,2,President,,,Blanks,9
Tewksbury,-,3,U.S. Senate,,,Blanks,52
Boston,18,7,Governor's Council, 4th,,Blanks,164
Wakefield,-,1,State Senate,5th Middlesex,,Total Votes Cast,2578
Bourne,-,2,State Senate,Plymouth and Barnstable,Democratic,Susan Lynn Moran,909
Bourne,-,3,Governor's Council, 1st,,Total Votes Cast,1219
Newton,8,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,8
Woburn,2,1,U.S. House,5th,Republican,Caroline Colarusso,553
Tewksbury,-,3,U.S. House,6th,,Blanks,79
Somerville,6,1,State House,27th Middlesex,,Total Votes Cast,2565
Boston,20,16,President,,,All Others,12
E. Longmeadow,-,1,President,,,Blanks,8
Boston,22,2,U.S. Senate,,Democratic,Edward J. Markey,1456
Quincy,2,5,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1221
Pittsfield,4,A,President,,,Blanks,9
Medford,2,2,U.S. House,5th,,Blanks,93
Orange,-,2,State Senate,"Hampshire, Franklin and Worcester",Democratic,Joanne M. Comerford,1433
Athol,-,2,President,,,All Others,7
Boston,19,8,State Senate,2nd Suffolk,,Total Votes Cast,745
S. Hadley,-,C,State House,2nd Hampshire,Democratic,Daniel R. Carey,1605
Hopkinton,-,4,State Senate,2nd Middlesex and Norfolk,,Total Votes Cast,2477
Boston,14,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Worcester,5,3,State House,15th Worcester,,Total Votes Cast,2116
Boston,13,6,U.S. Senate,,Republican,Kevin J. O'Connor,107
Milton,-,3,President,,Green-Rainbow,Howard Hawkins,0
Cambridge,3,2A,U.S. Senate,,,Blanks,17
Boston,18,17,President,,Green-Rainbow,Howard Hawkins,5
Dracut,-,5,U.S. Senate,,,Total Votes Cast,1956
Barnstable,-,9,State House,2nd Barnstable,Unenrolled,Michael Luis Mecenas,61
Newton,6,1,President,,Republican,Donald J. Trump,305
Worcester,7,1,Governor's Council, 7th,,All Others,41
Worcester,7,5,U.S. House,2nd,,All Others,3
Boston,19,9,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D?az,647
Watertown,-,4,President,,Green-Rainbow,Howard Hawkins,9
Bridgewater,-,1,State House,8th Plymouth,,Blanks,809
Scituate,-,2,President,,,All Others,12
Woburn,4,1,President,,,Blanks,20
Lynn,1,2,U.S. House,6th,Republican,John Paul Moran,687
Charlton,-,3,U.S. House,1st,,Blanks,688
Wrentham,-,2,U.S. Senate,,,All Others,4
Needham,-,I,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Rebecca L. Rausch,1535
Ayer,-,1,U.S. Senate,,,Blanks,34
Templeton,-,B,State House,2nd Franklin,Unenrolled,Susannah M. Whipps Lee,964
Conway,-,1,President,,Republican,Donald J. Trump,278
New Bedford,1,B,U.S. House,9th,,All Others,2
Springfield,8,G,State Senate,Hampden,,All Others,22
Boston,18,14,Governor's Council, 4th,,Blanks,96
Beverly,3,1,U.S. House,6th,,Total Votes Cast,1829
Lynn,7,4,State Senate,3rd Essex,Democratic,Brendan P. Crighton,1072
Westfield,5,A,State Senate,2nd Hampden and Hampshire,Democratic,John C. Velis,439
Leominster,4,C,State House,4th Worcester,,Blanks,36
Lynn,3,1,U.S. Senate,,Republican,Kevin J. O'Connor,411
Lowell,2,1,U.S. Senate,,,Total Votes Cast,485
Springfield,7,F,State Senate,1st Hampden and Hampshire,Democratic,Eric P. Lesser,1010
Boston,17,12,U.S. Senate,,Republican,Kevin J. O'Connor,48
Worcester,2,3,President,,Democratic,"Joseph R. Biden, Jr.",1297
Marblehead,-,1,State Senate,3rd Essex,,Total Votes Cast,2488
Boston,16,7,State Senate,1st Suffolk,,Blanks,212
Boston,4,7,President,,,Blanks,4
Andover,-,5,State Senate,2nd Essex and Middlesex,,All Others,15
Holliston,-,3,State House,8th Middlesex,,Total Votes Cast,2446
Belmont,-,4,Governor's Council, 3rd,,All Others,8
Boston,14,5,President,,,Total Votes Cast,732
Billerica,-,6,U.S. House,6th,Democratic,Seth W. Moulton,1198
Cambridge,2,3,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,731
Milford,-,5,State House,10th Worcester,Democratic,Brian W. Murray,1865
Boston,1,15,President,,Democratic,"Joseph R. Biden, Jr.",1
Barnstable,-,13,Governor's Council, 1st,,Total Votes Cast,1653
Lowell,9,1,Governor's Council, 5th,,Total Votes Cast,1131
Revere,6,1,U.S. House,5th,,All Others,4
Springfield,1,E,President,,Libertarian,Jo Jorgensen,8
Newbury,-,2,U.S. Senate,,,Blanks,37
Springfield,7,E,U.S. House,1st, (Write-In),Alex B. Morse,0
Holden,-,4,U.S. House,2nd,,Total Votes Cast,2843
Boston,7,5,U.S. Senate,,Democratic,Edward J. Markey,796
Chelmsford,-,2,U.S. Senate,,Democratic,Edward J. Markey,1464
Boston,20,15,U.S. House,8th,,Blanks,150
TOTALS,,,State House,5th Barnstable,Democratic,James J. Dever,12487
Fall River,9,B,State Senate,1st Bristol and Plymouth,Democratic,Michael J. Rodrigues,971
Winchester,-,8,Governor's Council, 6th,,Blanks,450
Westfield,2,A,State House,4th Hampden,,Total Votes Cast,1127
Westford,-,5,U.S. House,3rd,,All Others,41
Lowell,5,3,President,,Libertarian,Jo Jorgensen,18
Boston,8,2,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",185
Somerville,2,2,U.S. House,7th,,All Others,10
Westfield,1,A,U.S. Senate,, (Write-In),Shiva Ayyadurai,37
Woburn,5,2,State Senate,4th Middlesex,Democratic,Cindy F. Friedman,1085
Holyoke,2,B,State Senate,2nd Hampden and Hampshire,,All Others,0
Great Barrington,-,A,U.S. Senate,,Democratic,Edward J. Markey,886
Boston,20,1,Governor's Council, 2nd,Democratic,Robert L. Jubinville,892
Townsend,-,1,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Walpole,-,1,U.S. Senate,,Democratic,Edward J. Markey,1198
Hanson,-,3,State House,6th Plymouth,Democratic,Joshua Cutler,1117
Winthrop,-,4,State House,19th Suffolk,,Total Votes Cast,1519
Fitchburg,5,A,President,,,Total Votes Cast,2070
Braintree,-,4A,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1137
Danvers,-,2,Governor's Council, 5th,,Total Votes Cast,2115
Lexington,-,8,State Senate,3rd Middlesex,Democratic,Michael J. Barrett,1704
Westfield,3,A,President,,,No Preference,0
Boston,18,14,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",57
New Bedford,3,C,President,,,Blanks,10
Bourne,-,5,State House,3rd Barnstable,,All Others,10
N. Andover,-,1,President,,Libertarian,Jo Jorgensen,29
Randolph,-,1,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",230
Brookline,-,3,U.S. Senate,,Republican,Kevin J. O'Connor,225
Berkley,-,2,State House,12th Bristol,,Total Votes Cast,1922
Shrewsbury,-,4,Governor's Council, 7th,,All Others,9
Gardner,5,B,State House,2nd Worcester,,All Others,2
Boston,6,8,State House,4th Suffolk,Democratic,David Biele,1013
Fall River,2,C,State Senate,1st Bristol and Plymouth,,Blanks,339
Boston,5,9,State House,8th Suffolk,,Total Votes Cast,2058
Taunton,3,A,President,,Libertarian,Jo Jorgensen,19
W. Newbury,-,1,State House,2nd Essex,Democratic,Christina Eckert,1568
Shrewsbury,-,1,U.S. Senate,,,Blanks,53
Boston,7,9,President,,Democratic,"Joseph R. Biden, Jr.",659
Boston,18,11,State Senate,2nd Suffolk,,All Others,16
Wakefield,-,2,U.S. Senate,,Republican,Kevin J. O'Connor,784
Waltham,3,1,President,,,No Preference,0
Boston,18,14,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Swampscott,-,4,President,,,All Others,10
Belmont,-,6,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1385
Somerville,2,1,President,,,Blanks,5
Boston,14,9,President,,,Total Votes Cast,803
Boston,10,3,State House,15th Suffolk,,Blanks,97
Salem,4,1,U.S. House,6th,Republican,John Paul Moran,442
Revere,4,1,State Senate,1st Suffolk and Middlesex,,Total Votes Cast,1231
Everett,3,1,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",322
Beverly,4,2,President,,,All Others,5
Chelsea,1,4,State Senate,Middlesex and Suffolk,,All Others,0
Granville,-,1,President,,,Blanks,12
Burlington,-,3,Governor's Council, 3rd,,Total Votes Cast,2261
Revere,4,1,U.S. House,5th,Republican,Caroline Colarusso,376
Ipswich,-,1,President,,Green-Rainbow,Howard Hawkins,13
Franklin,-,2,President,,Democratic,"Joseph R. Biden, Jr.",1571
Worcester,6,1,Governor's Council, 7th,,All Others,27
Malden,3,1,State Senate,5th Middlesex,,Blanks,425
Fitchburg,3,B,U.S. Senate,,Democratic,Edward J. Markey,955
Westford,-,3,State House,2nd Middlesex,,All Others,41
Boston,20,6,State House,10th Suffolk,,Total Votes Cast,1449
Gardner,4,A,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Raynham,-,1,State House,8th Plymouth,,All Others,0
Bridgewater,-,6,President,,,Blanks,9
Barnstable,-,8,State House,2nd Barnstable,,All Others,0
Newton,6,1,State House,12th Middlesex,,All Others,19
Pembroke,-,4,State House,6th Plymouth,Republican,Tatyana Medvedev Semyrog,1043
Orange,-,1,U.S. House,2nd,,Total Votes Cast,1872
Palmer,-,2,President,,,Total Votes Cast,1769
Haverhill,1,3,President,,Libertarian,Jo Jorgensen,20
Woburn,6,2,President,,Republican,Donald J. Trump,703
Worcester,1,3,President,,,No Preference,0
Boston,21,14,U.S. Senate,,,Total Votes Cast,780
Malden,2,1,Governor's Council, 6th,,All Others,16
Boston,17,7,U.S. Senate,,,Blanks,12
Chelsea,2,2,State Senate,Middlesex and Suffolk,,Total Votes Cast,808
Weymouth,-,12,State House,3rd Norfolk,,Total Votes Cast,1900
Boston,10,1,President,,Democratic,"Joseph R. Biden, Jr.",608
Westfield,4,A,U.S. Senate,,,Total Votes Cast,687
Easthampton,-,5,President,,,Blanks,8
Boston,15,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,3
Fall River,3,B,U.S. Senate,,,All Others,0
Weymouth,-,3,President,,Republican,Donald J. Trump,834
Montague,-,2,Governor's Council, 8th,,Total Votes Cast,840
S. Hadley,-,C,Governor's Council, 8th,,Blanks,579
