town,ward,precinct,office,district,party,candidate,votes
Fitchburg,1,B,U.S. House,3rd,Republican,All Others,0
Webster,-,1,U.S. House,2nd,Democratic,Total Votes Cast,29
New Ashford,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Adam G. Hinds,8
Natick,-,1,State House,5th Middlesex,Democratic,Blank Votes,3
Melrose,5,1,State Senate,5th Middlesex,Republican,Total Votes Cast,11
Braintree,-,4B,U.S. House,8th,Republican,All Others,0
Revere,1,3,State Senate,1st Suffolk and Middlesex,Special Democratic,Diana Hwang,24
Holliston,-,3,State House,8th Middlesex,Democratic,Total Votes Cast,65
Lowell,3,1,U.S. House,3rd,Republican,All Others,1
Sharon,-,4,State House,8th Norfolk,Democratic,Blank Votes,6
Auburn,-,5,State Senate,2nd Worcester,Republican,Total Votes Cast,15
Quincy,6,3,U.S. House,8th,Republican,Blank Votes,2
Tyngsborough,-,4,State House,36th Middlesex,Democratic,Colleen M. Garry,53
Leominster,1,B,Governor's Council,7th,Republican,Jennie L. Caissie,24
Seekonk,-,2,U.S. House,4th,Democratic,All Others,1
Yarmouth,-,6,U.S. House,9th,Republican,Total Votes Cast,164
Belmont,-,5,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,84
Lynn,3,4,State Senate,3rd Essex,Democratic,Blank Votes,24
Milton,-,7,Governor's Council,2nd,Republican,Brad Williams,33
Framingham,-,7,Governor's Council,2nd,Republican,Brad Williams,7
Carver,-,1,State House,2nd Plymouth,Republican,Total Votes Cast,61
Methuen,-,10,State House,14th Essex,Democratic,Blank Votes,4
Arlington,-,14,State Senate,4th Middlesex,Democratic,All Others,1
Bellingham,-,4A,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,2
Agawam,-,4,State House,3rd Hampden,Democratic,Rosemary Sandlin,56
Boston,18,12,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D�az,118
Woburn,3,2,State Senate,4th Middlesex,Democratic,Blank Votes,46
Worcester,10,5,Governor's Council,7th,Democratic,All Others,0
Wakefield,-,4,U.S. House,6th,Democratic,Blank Votes,20
Wellesley,-,B,U.S. House,4th,Republican,Blank Votes,1
Williamstown,-,3,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Rinaldo Del Gallo,13
Quincy,3,5,State Senate,Norfolk and Plymouth,Democratic,Total Votes Cast,52
Adams,-,3,Governor's Council,8th,Democratic,Jeffrey S. Morneau,21
Springfield,4,G,State House,11th Hampden,Democratic,Bud L. Williams,124
TOTALS,,,State House,4th Essex,Republican,Bradford R. Hill,849
Boston,18,2,Governor's Council,4th,Democratic,Blank Votes,22
Agawam,-,1,State Senate,2nd Hampden and Hampshire,Democratic,Blank Votes,73
Yarmouth,-,4,U.S. House,9th,Republican,Blank Votes,12
Chelmsford,-,9,State House,14th Middlesex,Green-rainbow,All Others,0
Boston,7,4,U.S. House,8th,Democratic,Blank Votes,17
Maynard,-,1,U.S. House,3rd,Republican,All Others,0
Boston,5,9,State House,8th Suffolk,Democratic,All Others,0
Boston,20,15,State Senate,Norfolk and Suffolk,Democratic,Total Votes Cast,182
Greenfield,-,7,Governor's Council,8th,Democratic,All Others,0
Fall River,9,B,State House,6th Bristol,Democratic,All Others,0
S. Hadley,-,B,Governor's Council,8th,Democratic,Total Votes Cast,270
Dennis,-,5,State Senate,Cape and Islands,Democratic,All Others,1
Braintree,-,3B,Governor's Council,4th,Democratic,Total Votes Cast,106
Lexington,-,9,Governor's Council,3rd,Democratic,Peter Georgiou,36
Boston,2,2,U.S. House,7th,Democratic,Blank Votes,27
Billerica,-,9,Governor's Council,3rd,Democratic,All Others,0
Chilmark,-,1,U.S. House,9th,Republican,Blank Votes,2
N. Reading,-,1,Governor's Council,5th,Democratic,Total Votes Cast,43
Peabody,3,1,U.S. House,6th,Democratic,Blank Votes,20
Lawrence,B,2,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,5
N. Attleborough,-,9,Governor's Council,2nd,Democratic,Blank Votes,2
Peabody,1,1,State House,12th Essex,Special Republican,Total Votes Cast,131
Chelsea,2,4,State House,2nd Suffolk,Democratic,Daniel Joseph Ryan,22
Littleton,-,2,State House,2nd Middlesex,Democratic,Blank Votes,5
Greenfield,-,4,Governor's Council,8th,Democratic,Mary E. Hurley,47
Tyngsborough,-,4,U.S. House,3rd,Republican,Blank Votes,1
E. Longmeadow,-,3,State Senate,1st Hampden and Hampshire,Democratic,Total Votes Cast,459
Hingham,-,1,U.S. House,8th,Republican,William Burke,74
Boston,1,13,U.S. House,7th,Democratic,Total Votes Cast,146
Dartmouth,-,9,U.S. House,9th,Republican,Total Votes Cast,53
Revere,4,3,State House,16th Suffolk,Democratic,All Others,1
Brockton,2,C,State Senate,2nd Plymouth and Bristol,Democratic,Total Votes Cast,26
Newton,5,4,State Senate,1st Middlesex and Norfolk,Democratic,Blank Votes,34
Chelmsford,-,6,State House,16th Middlesex,Democratic,"Thomas A. Golden, Jr.",98
Framingham,-,4,State Senate,2nd Middlesex and Norfolk,Democratic,Total Votes Cast,81
New Bedford,1,E,State Senate,2nd Bristol and Plymouth,Democratic,Total Votes Cast,20
Bridgewater,-,1,State House,8th Plymouth,Republican,Angelo L. D'Emilia,24
Scituate,-,3,State Senate,Plymouth and Norfolk,Democratic,Blank Votes,0
Gill,-,1,State Senate,"Hampshire, Franklin and Worcester",Republican,All Others,0
Cambridge,6,1,Governor's Council,6th,Democratic,Blank Votes,232
Middleborough,-,3,U.S. House,9th,Republican,Blank Votes,7
W. Springfield,-,1,State Senate,Hampden,Democratic,Blank Votes,7
Springfield,7,E,State Senate,1st Hampden and Hampshire,Republican,James Chip Harrington,8
Leverett,-,1,State House,1st Franklin,Democratic,Total Votes Cast,130
Colrain,-,1,U.S. House,1st,Democratic,Total Votes Cast,94
Mashpee,-,3,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",43
Everett,3,2,Governor's Council,6th,Democratic,Richard J. Dimeo,14
Palmer,-,1,Governor's Council,7th,Republican,Blank Votes,15
Revere,5,2,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,49
Amherst,-,1,State House,3rd Hampshire,Democratic,Bonnie Maccracken,19
Winthrop,-,5,State Senate,1st Suffolk and Middlesex,Democratic,Blank Votes,0
Springfield,8,H,Governor's Council,8th,Democratic,All Others,3
Winchendon,-,3,U.S. House,3rd,Democratic,Nicola S. Tsongas,29
Attleboro,2,B,State Senate,"Norfolk, Bristol and Middlesex",Republican,Richard J. Ross,19
Brockton,7,A,State House,9th Plymouth,Special Democratic,Blank Votes,1
Hudson,-,5,Governor's Council,3rd,Democratic,Total Votes Cast,76
Acton,-,6,Governor's Council,3rd,Democratic,Peter Georgiou,16
Hopkinton,-,3,U.S. House,4th,Democratic,All Others,0
Huntington,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Rinaldo Del Gallo,4
Revere,2,3,Governor's Council,6th,Democratic,All Others,0
Lawrence,C,2,U.S. House,3rd,Democratic,Total Votes Cast,165
Lawrence,D,1,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,20
Boston,1,1,State Senate,1st Suffolk and Middlesex,Special Democratic,Lydia Marie Edwards,109
Yarmouth,-,4,State House,1st Barnstable,Republican,Total Votes Cast,233
Natick,-,2,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,0
Holden,-,1,Governor's Council,7th,Republican,All Others,0
Barnstable,-,3,U.S. House,9th,Democratic,Total Votes Cast,207
Brookline,-,10,State House,15th Norfolk,Democratic,Blank Votes,13
Brockton,7,D,Governor's Council,4th,Democratic,Stephen F. Flynn,15
Andover,-,3,State Senate,2nd Essex and Middlesex,Republican,All Others,0
Williamstown,-,3,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Blank Votes,3
Barnstable,-,9,State Senate,Cape and Islands,Republican,Total Votes Cast,60
Mansfield,-,3,Governor's Council,2nd,Democratic,Robert L. Jubinville,47
TOTALS,,,State Senate,2nd Hampden and Hampshire,Democratic,Total Votes Cast,10799
Scituate,-,1,State Senate,Plymouth and Norfolk,Democratic,All Others,0
Quincy,2,3,Governor's Council,4th,Democratic,All Others,0
Boston,18,8,U.S. House,7th,Democratic,Blank Votes,22
Harwich,-,4,Governor's Council,1st,Democratic,Blank Votes,41
Weymouth,-,2,State Senate,Plymouth and Norfolk,Democratic,Blank Votes,0
Savoy,-,1,Governor's Council,8th,Democratic,All Others,0
Shrewsbury,-,1,State Senate,2nd Worcester,Democratic,Blank Votes,0
Haverhill,6,1,State House,3rd Essex,Democratic,Blank Votes,12
Bellingham,-,5,U.S. House,2nd,Democratic,Blank Votes,1
Braintree,-,3B,State House,5th Norfolk,Democratic,All Others,1
Revere,6,3,Governor's Council,6th,Democratic,Richard J. Dimeo,8
Malden,4,1,State House,33rd Middlesex,Democratic,Steven Ultrino,50
Methuen,-,4,State House,15th Essex,Democratic,Linda Dean Campbell,172
Groton,-,1,State House,1st Middlesex,Republican,Total Votes Cast,66
Monterey,-,1,State House,4th Berkshire,Democratic,All Others,0
Wareham,-,4,State Senate,1st Plymouth and Bristol,Republican,Total Votes Cast,76
Woburn,2,2,State Senate,4th Middlesex,Democratic,Total Votes Cast,105
Sandwich,-,2,U.S. House,9th,Republican,Blank Votes,4
Uxbridge,-,3,Governor's Council,7th,Republican,Blank Votes,7
Attleboro,5,A,State Senate,Bristol and Norfolk,Democratic,Blank Votes,6
Fairhaven,-,5,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,30
Waltham,1,2,U.S. House,5th,Democratic,Katherine M. Clark,97
Taunton,5,B,State Senate,1st Plymouth and Bristol,Republican,Total Votes Cast,24
Boston,1,12,Governor's Council,6th,Democratic,Terrence W. Kennedy,39
Adams,-,1,State House,1st Berkshire,Democratic,Blank Votes,11
Leominster,2,A,U.S. House,2nd,Democratic,All Others,2
Stoughton,-,6,State Senate,"Norfolk, Bristol and Plymouth",Democratic,All Others,0
Rowe,-,1,U.S. House,1st,Democratic,Total Votes Cast,49
Boston,16,2,State Senate,1st Suffolk,Democratic,Total Votes Cast,89
Lowell,1,3,U.S. House,3rd,Republican,All Others,0
Newton,8,4,Governor's Council,3rd,Democratic,Peter Georgiou,7
Somerville,3,2,Governor's Council,6th,Democratic,All Others,8
Hopedale,-,1,State Senate,Worcester and Norfolk,Republican,Blank Votes,1
Peabody,6,2,State House,13th Essex,Democratic,All Others,0
Newburyport,6,1,Governor's Council,5th,Republican,All Others,0
Beverly,1,1,Governor's Council,5th,Democratic,Eileen R. Duff,107
Wareham,-,5,State Senate,1st Plymouth and Bristol,Democratic,Total Votes Cast,59
Newbury,-,1,State House,2nd Essex,Republican,Leonard Mirra,80
Gloucester,2,2,Governor's Council,5th,Republican,Blank Votes,7
Pembroke,-,1,Governor's Council,1st,Democratic,All Others,0
Stoneham,-,4,Governor's Council,6th,Democratic,Terrence W. Kennedy,103
Bourne,-,2,State House,5th Barnstable,Republican,All Others,0
Chicopee,6,AN,U.S. House,1st,Democratic,Richard E. Neal,47
Methuen,-,2,State House,17th Essex,Democratic,Blank Votes,8
Lowell,9,1,Governor's Council,5th,Democratic,Total Votes Cast,66
Harwich,-,3,Governor's Council,1st,Democratic,All Others,0
Lawrence,B,1,State Senate,2nd Essex and Middlesex,Republican,Blank Votes,4
TOTALS,,,State House,5th Barnstable,Republican,Total Votes Cast,1851
Lynn,6,3,State Senate,3rd Essex,Democratic,Blank Votes,21
Boston,4,4,U.S. House,7th,Democratic,Michael E. Capuano,73
Arlington,-,7,State Senate,4th Middlesex,Democratic,Total Votes Cast,95
Lawrence,B,2,State House,16th Essex,Democratic,All Others,0
Foxborough,-,4,Governor's Council,2nd,Democratic,Robert L. Jubinville,30
Andover,-,6,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,50
Falmouth,-,4,State House,3rd Barnstable,Democratic,Matthew C. Patrick,338
Hadley,-,1,U.S. House,2nd,Democratic,Total Votes Cast,364
Lowell,11,3,U.S. House,3rd,Democratic,Blank Votes,11
Boston,7,7,U.S. House,8th,Republican,All Others,0
Worcester,3,4,Governor's Council,7th,Democratic,All Others,0
Fairhaven,-,6,U.S. House,9th,Republican,Total Votes Cast,24
Easton,-,5,Governor's Council,2nd,Democratic,Total Votes Cast,173
Leicester,-,1,Governor's Council,7th,Republican,Total Votes Cast,93
Lynn,5,2,State Senate,3rd Essex,Democratic,Blank Votes,6
Lynn,3,4,State Senate,3rd Essex,Democratic,Thomas M. McGee,153
Rutland,-,3,Governor's Council,7th,Republican,Total Votes Cast,154
Provincetown,-,1,U.S. House,9th,Democratic,William Richard Keating,637
Boston,19,9,State House,11th Suffolk,Democratic,"Charles L. Clemons, Jr",21
Attleboro,1,A,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Blank Votes,8
Natick,-,3,State House,5th Middlesex,Democratic,All Others,0
Northampton,5,B,Governor's Council,8th,Democratic,Mary E. Hurley,92
Springfield,1,B,U.S. House,1st,Democratic,Blank Votes,22
Randolph,-,11,Governor's Council,2nd,Democratic,Robert L. Jubinville,196
Millbury,-,2,State Senate,2nd Worcester,Democratic,Michael O. Moore,114
Milton,-,6,U.S. House,8th,Republican,Total Votes Cast,46
Rockport,-,3,State Senate,1st Essex and Middlesex,Republican,All Others,0
Lincoln,-,1,State House,9th Middlesex,,All Others,0
Cambridge,4,1,Governor's Council,6th,Democratic,Richard J. Dimeo,13
Springfield,6,A,State Senate,Hampden,Democratic,All Others,6
Dunstable,-,1,State Senate,1st Middlesex,,All Others,0
Melrose,6,2,Governor's Council,6th,Democratic,All Others,0
Milford,-,1,U.S. House,4th,Democratic,All Others,0
Fairhaven,-,4,U.S. House,9th,Democratic,Blank Votes,3
Holliston,-,1,Governor's Council,2nd,Democratic,Blank Votes,9
Boston,15,3,State House,5th Suffolk,Republican,Althea Garrison,1
Barnstable,-,2,State House,2nd Barnstable,,All Others,0
Lexington,-,6,State Senate,4th Middlesex,Democratic,Blank Votes,21
Agawam,-,4,State Senate,2nd Hampden and Hampshire,Republican,"Donald F. Humason, Jr",48
Norwell,-,2,State House,5th Plymouth,Democratic,All Others,0
Winchendon,-,3,Governor's Council,7th,Republican,All Others,0
Palmer,-,1A,State Senate,"Worcester, Hampden, Hampshire and Middlesex",Republican,Blank Votes,0
Springfield,5,F,State Senate,1st Hampden and Hampshire,Republican,James Chip Harrington,21
Leicester,-,3,Governor's Council,7th,Republican,Blank Votes,7
Chicopee,5,B,U.S. House,1st,Democratic,Total Votes Cast,291
N. Reading,-,4,U.S. House,6th,Democratic,All Others,1
Lowell,6,2,State House,16th Middlesex,Democratic,Blank Votes,12
Walpole,-,2,Governor's Council,2nd,Democratic,Total Votes Cast,51
Lakeville,-,3,State Senate,1st Bristol and Plymouth,Democratic,Total Votes Cast,39
Boston,18,6,U.S. House,7th,Democratic,Michael E. Capuano,234
Cambridge,2,1,State Senate,Middlesex and Suffolk,Democratic,All Others,3
Boston,13,3,U.S. House,8th,Republican,Blank Votes,0
Natick,-,8,State Senate,2nd Middlesex and Norfolk,Republican,Jacob Steven Binnall,0
Charlton,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",Republican,Total Votes Cast,20
Attleboro,4,B,State Senate,Bristol and Norfolk,Democratic,All Others,0
Framingham,-,13,U.S. House,5th,Democratic,Katherine M. Clark,192
Somerville,3,2,Governor's Council,6th,Democratic,Terrence W. Kennedy,279
Attleboro,5,A,U.S. House,4th,Republican,Total Votes Cast,12
Brookline,-,4,State House,15th Norfolk,Democratic,Total Votes Cast,146
Billerica,-,2,Governor's Council,3rd,Democratic,All Others,0
Montague,-,6,State House,1st Franklin,Democratic,All Others,0
Lawrence,C,4,U.S. House,3rd,Republican,Ann Wofford,8
Springfield,6,B,State Senate,1st Hampden and Hampshire,Republican,James Chip Harrington,24
TOTALS,,,State House,3rd Worcester,Special Republican,Stephen P. Sandrelli,0
Belmont,-,5,Governor's Council,3rd,Democratic,William Bishop Humphrey,63
New Bedford,3,B,U.S. House,9th,Republican,Total Votes Cast,6
Boston,21,10,State Senate,2nd Suffolk and Middlesex,Democratic,William N. Brownsberger,58
Boston,4,6,State Senate,2nd Suffolk and Middlesex,Democratic,Total Votes Cast,92
W. Springfield,-,7,U.S. House,1st,Democratic,Richard E. Neal,271
N. Reading,-,4,U.S. House,6th,Democratic,Seth W. Moulton,63
Fitchburg,5,A,Governor's Council,7th,Republican,Jennie L. Caissie,33
Medford,8,2,State House,34th Middlesex,Democratic,Christine P. Barber,195
Methuen,-,12,State Senate,1st Essex,Democratic,Blank Votes,10
Leominster,3,C,State Senate,Worcester and Middlesex,Democratic,All Others,1
Wayland,-,1,State Senate,"Norfolk, Bristol and Middlesex",Republican,Richard J. Ross,19
Marlborough,7,2,State House,4th Middlesex,Democratic,Danielle W. Gregoire,41
Chelsea,4,2,State House,16th Suffolk,Democratic,Roselee Vincent,67
Peabody,4,2,U.S. House,6th,Democratic,All Others,0
Abington,-,3,State Senate,Norfolk and Plymouth,Democratic,All Others,0
Middleton,-,2,Governor's Council,5th,Republican,"Richard A. Baker, Jr.",75
Southbridge,-,5,Governor's Council,7th,Democratic,Blank Votes,2
Fall River,4,A,State House,7th Bristol,Democratic,Alan Silvia,53
Sharon,-,3,U.S. House,4th,Republican,Total Votes Cast,16
Tewksbury,-,4A,State Senate,2nd Essex and Middlesex,Democratic,Blank Votes,32
N. Andover,-,8,State Senate,1st Essex and Middlesex,Republican,All Others,0
Littleton,-,3,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,27
Dracut,-,4,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,41
Boston,21,1,State Senate,2nd Suffolk and Middlesex,Democratic,Total Votes Cast,72
Medford,7,1,State Senate,2nd Middlesex,Democratic,Leland Cheung,40
Marshfield,-,2,U.S. House,9th,Republican,All Others,0
Somerville,5,2,State Senate,2nd Middlesex,Democratic,Total Votes Cast,497
Braintree,-,2B,Governor's Council,2nd,Democratic,Total Votes Cast,197
Chicopee,3,B,State House,8th Hampden,Democratic,Joseph F. Wagner,110
Berlin,-,1,U.S. House,3rd,Democratic,All Others,0
Walpole,-,8,Governor's Council,2nd,Democratic,Total Votes Cast,58
Fitchburg,3,B,State House,3rd Worcester,Democratic,Kimatra Maxwell,34
Boston,1,3,U.S. House,7th,Democratic,Blank Votes,31
Acton,-,5,U.S. House,3rd,Republican,All Others,0
Beverly,3,2,U.S. House,6th,Democratic,All Others,0
Boston,14,14,Governor's Council,4th,Democratic,Blank Votes,20
Billerica,-,9,State House,22nd Middlesex,Republican,All Others,0
Leominster,2,B,State House,4th Worcester,Republican,All Others,0
Brockton,2,D,U.S. House,8th,Democratic,Total Votes Cast,41
Lawrence,C,4,Governor's Council,5th,Republican,"Richard A. Baker, Jr.",7
Barnstable,-,8,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",30
Fall River,1,B,Governor's Council,1st,Democratic,All Others,0
Shelburne,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,All Others,1
Auburn,-,2,Governor's Council,7th,Democratic,Matthew Cj Vance,32
Somerville,6,2,Governor's Council,6th,Democratic,Terrence W. Kennedy,328
Springfield,7,A,State House,11th Hampden,Democratic,Ken Barnett,24
Boston,18,13,Governor's Council,4th,Democratic,All Others,0
Springfield,5,E,State House,11th Hampden,Democratic,Blank Votes,9
Boston,18,9,State House,14th Suffolk,Democratic,Anthony J. Solimine,7
Williamstown,-,1,Governor's Council,8th,Democratic,Blank Votes,68
