town,ward,precinct,office,district,party,candidate,votes
Springfield,3,D,Governor's Council,8th,Democratic,Total Votes Cast,96
Boston,15,6,State House,13th Suffolk,Democratic,All Others,3
Springfield,2,G,U.S. House,1st,Democratic,All Others,9
Hanover,-,1,U.S. House,9th,Democratic,All Others,2
Webster,-,3,Governor's Council,7th,Republican,All Others,0
Salem,2,2,Governor's Council,5th,Democratic,Blank Votes,50
Hingham,-,5A,U.S. House,8th,Democratic,Total Votes Cast,369
Waltham,6,1,Governor's Council,3rd,Democratic,Blank Votes,12
Braintree,-,1A,State Senate,"Norfolk, Bristol and Plymouth",Democratic,"Walter F. Timilty, Jr.",125
Braintree,-,2A,U.S. House,8th,Democratic,Blank Votes,3
New Bedford,3,C,U.S. House,9th,Democratic,William Richard Keating,44
Gardner,5,B,State Senate,Worcester and Middlesex,Democratic,Blank Votes,1
New Bedford,6,D,Governor's Council,1st,Democratic,Total Votes Cast,8
Ludlow,-,6,State House,7th Hampden,Democratic,Thomas M. Petrolati,444
Hudson,-,1,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,28
Belmont,-,3,Governor's Council,3rd,Democratic,Peter Georgiou,33
Dedham,-,5,Governor's Council,2nd,Democratic,Blank Votes,35
Lowell,9,3,State Senate,1st Middlesex,Democratic,Eileen M. Donoghue,86
Weymouth,-,10,Governor's Council,4th,Democratic,Total Votes Cast,68
Medford,3,2,U.S. House,5th,Democratic,Katherine M. Clark,386
Boston,20,16,Governor's Council,2nd,Democratic,Robert L. Jubinville,131
Freetown,-,1,State House,6th Bristol,Democratic,Blank Votes,4
Brockton,1,B,Governor's Council,4th,Democratic,All Others,0
Danvers,-,7,U.S. House,6th,Democratic,Total Votes Cast,225
Webster,-,4,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,56
Lawrence,F,4,Governor's Council,5th,Democratic,Eileen R. Duff,149
Boston,14,11,Governor's Council,4th,Democratic,Total Votes Cast,61
Westford,-,6,U.S. House,3rd,Democratic,Blank Votes,5
Weymouth,-,10,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",33
Boston,16,4,State Senate,1st Suffolk,Democratic,All Others,2
Belmont,-,3,Governor's Council,3rd,Democratic,Total Votes Cast,217
Brookline,-,11,Governor's Council,3rd,Democratic,Total Votes Cast,140
Marlborough,6,2,U.S. House,3rd,Republican,All Others,1
Lynn,7,3,Governor's Council,6th,Democratic,Blank Votes,19
Newton,6,4,Governor's Council,3rd,Democratic,Blank Votes,12
Dracut,-,7,State Senate,2nd Essex and Middlesex,Republican,Susan M. Laplante,52
Randolph,-,9,U.S. House,7th,Democratic,Blank Votes,74
Uxbridge,-,2,Governor's Council,7th,Democratic,Matthew Cj Vance,25
Billerica,-,6,Governor's Council,3rd,Democratic,Total Votes Cast,46
Fall River,7,A,U.S. House,4th,Republican,All Others,0
Rutland,-,1,State House,1st Worcester,Republican,Kimberly N. Ferguson,137
Kingston,-,4,Governor's Council,1st,Democratic,All Others,0
Boston,11,2,Governor's Council,4th,Democratic,Blank Votes,44
Beverly,2,1,State House,6th Essex,United Independent Party,All Others,0
Brockton,2,A,State Senate,2nd Plymouth and Bristol,Democratic,Michael D. Brady,49
New Bedford,1,B,State House,11th Bristol,Democratic,All Others,0
Dracut,-,6A,Governor's Council,5th,Republican,Blank Votes,2
Marlborough,1,2,U.S. House,3rd,Republican,Ann Wofford,26
W. Newbury,-,1,State House,2nd Essex,Republican,Blank Votes,0
Granby,-,2,State Senate,1st Hampden and Hampshire,Democratic,Blank Votes,25
Chelmsford,-,4,Governor's Council,3rd,Democratic,Blank Votes,11
Taunton,7,B,U.S. House,4th,Republican,David A. Rosa,42
Longmeadow,-,B,State Senate,1st Hampden and Hampshire,Democratic,Total Votes Cast,406
Auburn,-,2,State Senate,2nd Worcester,Democratic,Blank Votes,2
Dennis,-,4,Governor's Council,1st,Democratic,Joseph C. Ferreira,213
Boston,11,2,U.S. House,7th,Democratic,Michael E. Capuano,148
Braintree,-,6B,Governor's Council,4th,Democratic,Stephen F. Flynn,38
Fall River,1,C,State Senate,1st Bristol and Plymouth,Democratic,Total Votes Cast,50
Hanover,-,2,State House,5th Plymouth,Democratic,Total Votes Cast,328
Easton,-,4,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Total Votes Cast,197
Natick,-,8,State Senate,2nd Middlesex and Norfolk,Republican,Total Votes Cast,16
Chilmark,-,1,U.S. House,9th,Republican,Total Votes Cast,27
Bridgewater,-,5,State Senate,1st Plymouth and Bristol,Republican,Total Votes Cast,5
Boston,19,4,Governor's Council,4th,Democratic,Total Votes Cast,221
Watertown,-,6,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,71
Hudson,-,1,U.S. House,3rd,Republican,All Others,0
TOTALS,,,State House,2nd Franklin,Democratic,Total Votes Cast,1088
Auburn,-,1,State Senate,2nd Worcester,Republican,Blank Votes,15
Boston,3,1,Governor's Council,6th,Democratic,Richard J. Dimeo,14
Chicopee,3,A,State Senate,Hampden,Democratic,Blank Votes,38
Lowell,4,2,State Senate,1st Middlesex,Democratic,Blank Votes,12
New Bedford,5,F,U.S. House,9th,Republican,Total Votes Cast,29
Shrewsbury,-,6,Governor's Council,7th,Republican,Jennie L. Caissie,27
Warwick,-,1,U.S. House,2nd,Democratic,James P. McGovern,65
Stoughton,-,6,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Total Votes Cast,256
Newton,6,4,State House,12th Middlesex,Democratic,Ruth B. Balser,198
New Bedford,4,B,State Senate,2nd Bristol and Plymouth,Democratic,Blank Votes,2
Medford,3,2,Governor's Council,6th,Democratic,All Others,2
Spencer,-,1,Governor's Council,7th,Democratic,Total Votes Cast,70
Paxton,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",Democratic,All Others,0
Norton,-,2,Governor's Council,2nd,Democratic,Total Votes Cast,36
Mansfield,-,5,Governor's Council,2nd,Republican,Total Votes Cast,25
Norfolk,-,2,State House,9th Norfolk,Republican,All Others,8
Fall River,5,C,Governor's Council,1st,Democratic,Total Votes Cast,33
Newburyport,5,1,U.S. House,6th,Democratic,Seth W. Moulton,138
Burlington,-,2,Governor's Council,3rd,Democratic,Peter Georgiou,19
Holyoke,6,A,State Senate,2nd Hampden and Hampshire,Democratic,Blank Votes,85
Weymouth,-,7,State Senate,Plymouth and Norfolk,Republican,All Others,1
Fitchburg,3,B,U.S. House,3rd,Republican,All Others,0
Westwood,-,1,Governor's Council,2nd,Democratic,All Others,0
Beverly,5,1,State House,6th Essex,United Independent Party,Blank Votes,0
Chelsea,2,3,State Senate,Middlesex and Suffolk,Democratic,Sal N. DiDomenico,13
Foxborough,-,2,State House,1st Bristol,Republican,Total Votes Cast,53
Plymouth,-,9,State Senate,Plymouth and Barnstable,Republican,All Others,0
Fall River,2,B,U.S. House,9th,Republican,Mark C. Alliegro,2
Duxbury,-,4,State House,6th Plymouth,Democratic,All Others,2
Boston,8,2,Governor's Council,4th,Democratic,All Others,0
Essex,-,1,State House,5th Essex,,All Others,0
Norton,-,4,U.S. House,4th,Republican,All Others,0
Salem,2,1,Governor's Council,5th,Republican,Blank Votes,9
Boston,6,1,State House,4th Suffolk,Democratic,Nick Collins,151
Middleborough,-,2,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",17
Ipswich,-,1,Governor's Council,5th,Democratic,Blank Votes,37
Swansea,-,3,U.S. House,4th,Democratic,All Others,0
Boston,16,4,Governor's Council,4th,Democratic,Total Votes Cast,88
Falmouth,-,2,Governor's Council,1st,Democratic,Joseph C. Ferreira,433
Chicopee,6,AS,State Senate,1st Hampden and Hampshire,Democratic,All Others,3
Lowell,5,1,Governor's Council,5th,Republican,"Richard A. Baker, Jr.",13
Ashland,-,4,State Senate,2nd Middlesex and Norfolk,Republican,Jacob Steven Binnall,3
Medford,2,1,Governor's Council,6th,Democratic,Stephen Borelli,46
Plymouth,-,14,U.S. House,9th,Republican,Blank Votes,6
Southborough,-,3,State Senate,Middlesex and Worcester,Democratic,Total Votes Cast,75
Hull,-,1,State House,3rd Plymouth,Republican,Total Votes Cast,173
Aquinnah,-,1,U.S. House,9th,Republican,Blank Votes,0
Hingham,-,4,State Senate,Plymouth and Norfolk,Democratic,Blank Votes,66
TOTALS,,,State Senate,"Berkshire, Hampshire and Franklin",Republican,Total Votes Cast,1065
TOTALS,,,State House,4th Essex,Republican,Blank Votes,75
Gill,-,1,State House,2nd Franklin,Democratic,All Others,3
Methuen,-,8,U.S. House,3rd,Democratic,Total Votes Cast,185
Plymouth,-,8,Governor's Council,1st,Democratic,All Others,0
Billerica,-,9,U.S. House,6th,Democratic,Blank Votes,9
Leominster,5,C,State House,4th Worcester,Republican,Thomas F. Ardinger,18
Brookline,-,5,Governor's Council,3rd,Democratic,Total Votes Cast,168
Dartmouth,-,6,Governor's Council,1st,Democratic,All Others,0
Winthrop,-,6,State House,19th Suffolk,Democratic,Robert A. DeLeo,132
Tyringham,-,1,Governor's Council,8th,Democratic,Blank Votes,16
Weston,-,2,State House,14th Norfolk,Democratic,All Others,0
Boston,16,12,U.S. House,8th,Republican,Total Votes Cast,9
Lowell,2,2,U.S. House,3rd,Republican,Blank Votes,9
Rockland,-,5,U.S. House,9th,Republican,Blank Votes,5
Barnstable,-,5,State House,2nd Barnstable,Democratic,Margaret M. Weber,118
Holbrook,-,3,U.S. House,8th,Republican,Total Votes Cast,30
Attleboro,3,A,Governor's Council,2nd,Republican,All Others,0
Salem,4,1,U.S. House,6th,Democratic,Blank Votes,38
Boston,12,8,State House,7th Suffolk,Democratic,Blank Votes,2
Worcester,1,4,U.S. House,2nd,Democratic,Total Votes Cast,135
Richmond,-,1,Governor's Council,8th,Democratic,All Others,0
Brewster,-,2,State House,1st Barnstable,Republican,Blank Votes,12
Medfield,-,4,Governor's Council,2nd,Democratic,Total Votes Cast,52
Haverhill,4,1,Governor's Council,5th,Republican,Total Votes Cast,62
Lawrence,F,2,U.S. House,3rd,Republican,Ann Wofford,7
Somerville,6,3,Governor's Council,6th,Democratic,Blank Votes,87
Taunton,1,A,State House,3rd Bristol,Democratic,Estele C. Borges,37
Taunton,2,A,State House,3rd Bristol,Republican,Shaunna L. O'Connell,10
Cambridge,1,1,Governor's Council,6th,Democratic,Stephen Borelli,66
Swampscott,-,1,Governor's Council,6th,Democratic,Stephen Borelli,16
Framingham,-,8,Governor's Council,2nd,Democratic,Total Votes Cast,412
Norton,-,3,Governor's Council,2nd,Republican,Blank Votes,4
Randolph,-,12,Governor's Council,2nd,Democratic,Blank Votes,99
Malden,2,2,State Senate,5th Middlesex,Democratic,Blank Votes,21
Rockport,-,2,State Senate,1st Essex and Middlesex,Republican,Blank Votes,9
Melrose,5,1,Governor's Council,6th,Democratic,All Others,0
Woburn,6,1,Governor's Council,3rd,Democratic,Blank Votes,18
Cambridge,4,2,U.S. House,5th,Democratic,Blank Votes,34
Fall River,9,B,U.S. House,4th,Democratic,Blank Votes,8
Lawrence,D,3,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,4
Framingham,-,10,State Senate,2nd Middlesex and Norfolk,Republican,All Others,1
Winchendon,-,1,State House,2nd Worcester,Democratic,Blank Votes,1
Lunenburg,-,A,U.S. House,3rd,Republican,Total Votes Cast,17
Methuen,-,2,State House,17th Essex,Democratic,Total Votes Cast,81
W. Boylston,-,1,State Senate,1st Worcester,Democratic,All Others,0
Swansea,-,5,State House,4th Bristol,Republican,Steven S. Howitt,16
Southbridge,-,4,U.S. House,1st,Democratic,Blank Votes,1
Milford,-,6,Governor's Council,7th,Democratic,Matthew Cj Vance,99
Medfield,-,3,State House,9th Norfolk,,All Others,3
Newton,8,1,U.S. House,4th,Democratic,Blank Votes,3
Sudbury,-,1A,Governor's Council,3rd,Democratic,William Bishop Humphrey,4
Fairhaven,-,5,State Senate,2nd Bristol and Plymouth,Democratic,All Others,0
New Bedford,1,E,Governor's Council,1st,Democratic,Total Votes Cast,20
Lawrence,D,4,Governor's Council,5th,Republican,Total Votes Cast,1
New Bedford,5,E,U.S. House,9th,Democratic,Total Votes Cast,85
Lowell,7,1,Governor's Council,5th,Democratic,All Others,1
Fall River,2,C,State House,7th Bristol,Democratic,Total Votes Cast,40
Mansfield,-,5,U.S. House,4th,Republican,David A. Rosa,23
Quincy,2,3,Governor's Council,4th,Democratic,Total Votes Cast,57
Amherst,-,7,State Senate,"Hampshire, Franklin and Worcester",Republican,Blank Votes,1
Greenfield,-,7,U.S. House,2nd,Democratic,James P. McGovern,48
Wrentham,-,3,Governor's Council,2nd,Republican,Total Votes Cast,49
Boston,15,5,Governor's Council,4th,Democratic,Total Votes Cast,83
Middleborough,-,5,U.S. House,9th,Democratic,All Others,0
Randolph,-,8,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Nora Harrington,158
Bolton,-,1,State Senate,Worcester and Middlesex,Democratic,Blank Votes,6
Merrimac,-,1,Governor's Council,5th,Republican,"Richard A. Baker, Jr.",52
Duxbury,-,2,Governor's Council,4th,Democratic,Stephen F. Flynn,38
Boston,4,6,State Senate,2nd Suffolk and Middlesex,Democratic,Blank Votes,18
Shrewsbury,-,5,State Senate,2nd Worcester,Republican,Mesfin H. Beshir,11
Boston,20,3,State House,14th Suffolk,Democratic,Virak Uy,17
Haverhill,1,3,State Senate,1st Essex,Democratic,Adele F. Martino,15
TOTALS,,,State Senate,2nd Bristol and Plymouth,Democratic,Total Votes Cast,2389
Uxbridge,-,4,State Senate,Worcester and Norfolk,Republican,All Others,0
Winthrop,-,1,Governor's Council,6th,Democratic,Terrence W. Kennedy,111
Newton,3,2,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,121
Newton,7,3,U.S. House,4th,Democratic,Blank Votes,1
Fitchburg,6,A,U.S. House,3rd,Republican,All Others,1
Lowell,2,1,State House,18th Middlesex,Republican,Total Votes Cast,8
Ware,-,B,Governor's Council,7th,Republican,Jennie L. Caissie,26
Barnstable,-,8,State Senate,Cape and Islands,Democratic,Total Votes Cast,148
Sandwich,-,3,U.S. House,9th,Republican,All Others,0
Falmouth,-,7,U.S. House,9th,Democratic,Total Votes Cast,344
Falmouth,-,4,Governor's Council,1st,Democratic,Blank Votes,102
Marlborough,7,2,U.S. House,3rd,Democratic,All Others,0
Springfield,4,B,Governor's Council,8th,Democratic,Jeffrey S. Morneau,63
Malden,5,2,Governor's Council,6th,Democratic,Terrence W. Kennedy,89
W. Springfield,-,2,Governor's Council,8th,Democratic,Mary E. Hurley,64
Boston,8,6,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",25
Swampscott,-,4,U.S. House,6th,Democratic,Seth W. Moulton,168
Chicopee,6,BW,State House,7th Hampden,Democratic,All Others,0
Boston,20,7,U.S. House,8th,Democratic,All Others,5
Wellesley,-,G,Governor's Council,2nd,Democratic,Total Votes Cast,65
Medford,7,2,State Senate,2nd Middlesex,Democratic,Total Votes Cast,161
Chicopee,3,B,U.S. House,1st,Democratic,Blank Votes,16
Melrose,4,1,State House,32nd Middlesex,Democratic,All Others,0
Springfield,7,A,State Senate,1st Hampden and Hampshire,Democratic,All Others,7
TOTALS,,,State House,4th Barnstable,Democratic,Blank Votes,437
Athol,-,1,State Senate,"Worcester, Hampden, Hampshire and Middlesex",Republican,All Others,0
Malden,5,2,State Senate,5th Middlesex,Democratic,Blank Votes,28
Shrewsbury,-,2,U.S. House,2nd,Democratic,All Others,0
Hull,-,3,State Senate,Plymouth and Norfolk,Republican,Total Votes Cast,181
Lowell,10,3,Governor's Council,5th,Democratic,All Others,0
Duxbury,-,5,U.S. House,9th,Republican,All Others,0
Lowell,9,2,U.S. House,3rd,Republican,Total Votes Cast,17
Andover,-,9,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,84
Cambridge,1,3,State House,26th Middlesex,Democratic,Total Votes Cast,606
Boston,6,6,State House,4th Suffolk,Democratic,Total Votes Cast,211
Lynn,7,2,State Senate,3rd Essex,Democratic,Blank Votes,22
N. Attleborough,-,7,Governor's Council,2nd,Republican,Total Votes Cast,24
Newton,3,2,State House,11th Middlesex,Democratic,Blank Votes,17
Medford,6,1,State House,23rd Middlesex,Democratic,Total Votes Cast,650
Westfield,4,A,U.S. House,1st,Democratic,Richard E. Neal,73
Wrentham,-,3,State House,9th Norfolk,Republican,Blank Votes,4
Arlington,-,14,Governor's Council,3rd,Democratic,Total Votes Cast,141
Chicopee,9,B,Governor's Council,8th,Democratic,Jeffrey S. Morneau,150
Needham,-,J,Governor's Council,2nd,Democratic,Total Votes Cast,92
Bridgewater,-,7,State Senate,1st Plymouth and Bristol,Republican,Sandra M. Wright,18
Pittsfield,5,A,Governor's Council,8th,Democratic,Jeffrey S. Morneau,93
Sharon,-,5,U.S. House,4th,Democratic,All Others,0
Springfield,2,A,U.S. House,1st,Democratic,All Others,1
Attleboro,4,A,U.S. House,4th,Democratic,All Others,0
Fall River,6,B,State Senate,1st Bristol and Plymouth,Democratic,Blank Votes,8
N. Adams,4,4,U.S. House,1st,Democratic,All Others,0
Foxborough,-,1,Governor's Council,2nd,Democratic,Blank Votes,6
Lynn,5,1,State Senate,3rd Essex,Democratic,Total Votes Cast,168
Lowell,2,2,State House,18th Middlesex,Republican,Total Votes Cast,20
Newton,2,1,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,114
Northampton,6,A,State Senate,"Hampshire, Franklin and Worcester",Democratic,Stanley C. Rosenberg,236
Boston,10,1,State House,15th Suffolk,Democratic,Jeffrey S�nchez,64
Pepperell,-,1,U.S. House,3rd,Democratic,Blank Votes,6
Boston,21,4,State Senate,Middlesex and Suffolk,Democratic,Total Votes Cast,27
Lynn,2,2,U.S. House,6th,Democratic,Total Votes Cast,139
Dartmouth,-,7,Governor's Council,1st,Democratic,Blank Votes,14
Lowell,4,2,U.S. House,3rd,Republican,Total Votes Cast,24
Walpole,-,2,State House,12th Norfolk,Republican,Total Votes Cast,45
Worcester,5,4,State Senate,2nd Worcester,Democratic,Blank Votes,18
Weymouth,-,3,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",53
Chicopee,1,B,U.S. House,1st,Democratic,Blank Votes,62
Somerville,1,3,State Senate,2nd Middlesex,Democratic,All Others,1
TOTALS,,,Governor's Council,4th,Democratic,Total Votes Cast,37267
Boston,3,5,Governor's Council,6th,Democratic,Total Votes Cast,231
Middleborough,-,4,State Senate,1st Plymouth and Bristol,Republican,All Others,0
Fitchburg,2,B,State Senate,Worcester and Middlesex,Democratic,All Others,0
Natick,-,7,U.S. House,5th,Democratic,Total Votes Cast,114
TOTALS,,,State House,34th Middlesex,Democratic,Total Votes Cast,3465
Randolph,-,4,U.S. House,7th,Democratic,Total Votes Cast,278
Worcester,9,4,Governor's Council,7th,Democratic,Total Votes Cast,101
TOTALS,,,State House,5th Bristol,Democratic,All Others,11
Haverhill,7,2,U.S. House,3rd,Republican,Total Votes Cast,37
Malden,6,2,Governor's Council,6th,Democratic,Stephen Borelli,26
Milford,-,4,U.S. House,4th,Democratic,All Others,1
Millville,-,1,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,39
New Braintree,-,1,Governor's Council,7th,Democratic,Total Votes Cast,14
Peabody,1,3,State House,12th Essex,Special Republican,Stephanie R. Peach,52
Boston,7,5,U.S. House,8th,Republican,Blank Votes,0
Brimfield,-,1,Governor's Council,7th,Democratic,Matthew Cj Vance,88
Auburn,-,5,Governor's Council,7th,Democratic,Total Votes Cast,36
Waltham,4,1,State House,9th Middlesex,Democratic,Blank Votes,34
Boston,5,1,State House,3rd Suffolk,Democratic,Blank Votes,28
Lowell,10,2,U.S. House,3rd,Republican,Blank Votes,1
Maynard,-,2,State House,3rd Middlesex,Democratic,Kate Hogan,66
Bourne,-,2,U.S. House,9th,Democratic,All Others,0
Northampton,6,A,Governor's Council,8th,Democratic,Jeffrey S. Morneau,116
Sharon,-,3,Governor's Council,2nd,Democratic,All Others,0
Lancaster,-,2,Governor's Council,7th,Republican,Blank Votes,6
Boston,10,2,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D�az,36
Pittsfield,2,A,State House,3rd Berkshire,Democratic,Blank Votes,2
Brockton,1,B,State Senate,2nd Plymouth and Bristol,Democratic,Blank Votes,5
Templeton,-,C,U.S. House,2nd,Democratic,James P. McGovern,41
Barnstable,-,12,Governor's Council,1st,Democratic,Total Votes Cast,192
Boston,5,11,State Senate,1st Suffolk and Middlesex,Special Democratic,Jay D. Livingstone,124
Lawrence,B,2,State House,16th Essex,Democratic,Juana B. Matias,148
Boston,18,8,State House,6th Suffolk,Democratic,Total Votes Cast,221
Leominster,4,A,Governor's Council,7th,Democratic,Total Votes Cast,342
Middleborough,-,6,Governor's Council,1st,Democratic,Total Votes Cast,33
Stow,-,1,U.S. House,3rd,Democratic,Blank Votes,2
Holliston,-,3,State Senate,2nd Middlesex and Norfolk,Republican,All Others,3
Cambridge,4,1,Governor's Council,6th,Democratic,Terrence W. Kennedy,152
Attleboro,1,B,State Senate,"Norfolk, Bristol and Middlesex",Republican,Blank Votes,1
Gloucester,3,2,State Senate,1st Essex and Middlesex,Republican,Bruce E. Tarr,31
Waltham,4,1,Governor's Council,3rd,Democratic,Total Votes Cast,137
New Bedford,5,C,State House,13th Bristol,Democratic,Antonio F.D. Cabral,33
Medford,2,1,Governor's Council,6th,Democratic,Blank Votes,51
Millbury,-,3,State Senate,2nd Worcester,Republican,Total Votes Cast,35
Barnstable,-,2,Governor's Council,1st,Democratic,Joseph C. Ferreira,240
Milford,-,2,Governor's Council,7th,Democratic,Total Votes Cast,92
Arlington,-,12,State Senate,4th Middlesex,Democratic,Total Votes Cast,215
Boston,3,1,U.S. House,8th,Republican,Total Votes Cast,27
Springfield,8,C,State Senate,Hampden,Democratic,Blank Votes,65
Holyoke,3,A,State House,5th Hampden,Democratic,Aaron Vega,195
Boston,11,9,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",106
Boston,1,4,State Senate,1st Suffolk and Middlesex,Special Democratic,Steven Morabito,1
Burlington,-,2,Governor's Council,3rd,Democratic,Blank Votes,2
Granville,-,1,U.S. House,1st,Democratic,Richard E. Neal,68
Arlington,-,15,Governor's Council,3rd,Democratic,Total Votes Cast,163
Palmer,-,3,Governor's Council,7th,Democratic,All Others,0
Rowe,-,1,U.S. House,1st,Democratic,Richard E. Neal,39
Haverhill,1,2,State Senate,1st Essex,Democratic,Kathleen A. O'Connor Ives,56
Winchester,-,2,State House,31st Middlesex,Republican,Blank Votes,2
Kingston,-,3,State Senate,Plymouth and Barnstable,Republican,Total Votes Cast,139
Westford,-,5,State House,2nd Middlesex,Democratic,James Arciero,58
Easthampton,-,4,State Senate,2nd Hampden and Hampshire,Democratic,Jerome Parker-O'grady,229
Colrain,-,1,State Senate,"Hampshire, Franklin and Worcester",Democratic,Stanley C. Rosenberg,93
Worcester,2,2,Governor's Council,7th,Republican,Jennie L. Caissie,13
New Bedford,1,C,Governor's Council,1st,Democratic,Joseph C. Ferreira,19
W. Stockbridge,-,1,U.S. House,1st,Democratic,Blank Votes,55
Framingham,-,3,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,2
Melrose,7,1,State House,32nd Middlesex,Democratic,Blank Votes,8
Boston,4,9,State House,7th Suffolk,Democratic,Monica Cannon,34
Everett,3,2,Governor's Council,6th,Democratic,Blank Votes,26
Dudley,-,3,U.S. House,1st,Democratic,Blank Votes,0
Maynard,-,4,State Senate,Middlesex and Worcester,Republican,Ted Busiek,9
Methuen,-,10,Governor's Council,5th,Democratic,All Others,3
Bellingham,-,4A,Governor's Council,7th,Republican,All Others,0
Tewksbury,-,1,Governor's Council,5th,Democratic,Blank Votes,28
Plymouth,-,7,U.S. House,9th,Democratic,Blank Votes,24
N. Reading,-,3,Governor's Council,5th,Democratic,Total Votes Cast,45
Revere,5,2,State Senate,1st Suffolk and Middlesex,Special Democratic,Diana Hwang,9
Weymouth,-,10,U.S. House,8th,Democratic,All Others,0
Boston,15,3,State House,5th Suffolk,Republican,All Others,0
Norton,-,3,State House,1st Bristol,Democratic,Blank Votes,5
Wrentham,-,2,State Senate,"Norfolk, Bristol and Middlesex",Republican,Total Votes Cast,34
TOTALS,,,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Total Votes Cast,3038
Springfield,4,C,State Senate,Hampden,Democratic,Blank Votes,40
Scituate,-,4,State Senate,Plymouth and Norfolk,Democratic,Total Votes Cast,110
Hudson,-,3,State House,3rd Middlesex,Democratic,Kate Hogan,41
Cambridge,10,3,State Senate,2nd Middlesex,Democratic,Total Votes Cast,406
Monson,-,A,Governor's Council,7th,Democratic,Matthew Cj Vance,107
Grafton,-,5,Governor's Council,7th,Democratic,Matthew Cj Vance,19
Scituate,-,5,State Senate,Plymouth and Norfolk,Republican,Blank Votes,0
Revere,4,2,State Senate,1st Suffolk and Middlesex,Democratic,Blank Votes,31
Holyoke,1,B,State Senate,2nd Hampden and Hampshire,Republican,Blank Votes,1
Medford,8,1,U.S. House,5th,Democratic,Total Votes Cast,380
Brockton,7,B,U.S. House,8th,Democratic,Blank Votes,10
Boston,8,6,State House,5th Suffolk,Democratic,All Others,0
Worcester,6,2,Governor's Council,7th,Republican,All Others,0
Belchertown,-,A,State Senate,1st Hampden and Hampshire,,All Others,0
Belmont,-,5,U.S. House,5th,Democratic,Blank Votes,32
TOTALS,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,19
Salem,6,1,Governor's Council,5th,Republican,"Richard A. Baker, Jr.",26
Pelham,-,1,State Senate,"Hampshire, Franklin and Worcester",Democratic,Stanley C. Rosenberg,392
Haverhill,3,1,State House,3rd Essex,Democratic,Blank Votes,32
Monson,-,C,Governor's Council,7th,Republican,Jennie L. Caissie,38
Boston,14,1,State House,5th Suffolk,Democratic,Total Votes Cast,163
N. Attleborough,-,4,Governor's Council,2nd,Republican,Total Votes Cast,18
Lancaster,-,1,Governor's Council,7th,Republican,Total Votes Cast,40
Northborough,-,1,State Senate,1st Worcester,Democratic,Harriette L. Chandler,69
Southwick,-,2,State Senate,2nd Hampden and Hampshire,Democratic,Blank Votes,39
Boston,16,6,State House,13th Suffolk,Democratic,All Others,3
Springfield,3,D,Governor's Council,8th,Democratic,Blank Votes,5
Athol,-,3,State House,2nd Franklin,Republican,All Others,2
Bridgewater,-,7,U.S. House,8th,Democratic,Blank Votes,4
E. Longmeadow,-,4,State House,2nd Hampden,Republican,Total Votes Cast,123
Somerville,1,3,U.S. House,7th,Democratic,All Others,3
Hull,-,1,U.S. House,8th,Democratic,Blank Votes,137
Norton,-,5,U.S. House,4th,Republican,David A. Rosa,12
Warren,-,A,Governor's Council,7th,Republican,All Others,0
Medfield,-,1,State Senate,Bristol and Norfolk,Democratic,Blank Votes,0
Falmouth,-,4,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",47
Arlington,-,13,State House,23rd Middlesex,Democratic,Blank Votes,11
Hingham,-,2,State Senate,Plymouth and Norfolk,Democratic,Blank Votes,0
Dudley,-,2,U.S. House,1st,Democratic,Richard E. Neal,20
Brockton,4,A,U.S. House,8th,Democratic,Total Votes Cast,33
Cambridge,2,3,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,2
Norfolk,-,2,State House,9th Norfolk,Republican,Total Votes Cast,74
Springfield,4,E,State Senate,Hampden,Democratic,Total Votes Cast,115
Boston,6,8,State Senate,1st Suffolk,Democratic,Total Votes Cast,156
Amesbury,-,1,State House,1st Essex,Republican,James M. Kelcourse,36
E. Bridgewater,-,4,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Total Votes Cast,90
Auburn,-,5,State Senate,2nd Worcester,Democratic,Blank Votes,0
Middleborough,-,4,State Senate,1st Plymouth and Bristol,Democratic,All Others,0
