town,ward,precinct,office,district,party,candidate,votes
Medway,-,2,President,,Republican,No Preference,1
Andover,-,8,President,,Republican,Newt Gingrich,12
Westfield,5,A,President,,Democratic,Barack Obama,39
Weymouth,-,16,President,,Republican,Total Votes Cast,288
Boston,3,3,President,,Green-Rainbow,Kent Mesplay,0
Gill,-,1,President,,Democratic,No Preference,1
Boston,14,11,President,,Republican,Rick Santorum,2
Medfield,-,2,President,,Republican,Mitt Romney,263
Holland,-,1,President,,Democratic,All Others,2
Wakefield,-,2,President,,Democratic,Blank Votes,9
Tewksbury,-,2A,President,,Democratic,Total Votes Cast,73
Peabody,2,1,President,,Republican,Ron Paul,2
Southbridge,-,3,President,,Democratic,Total Votes Cast,46
Needham,-,F,President,,Republican,Rick Santorum,19
Williamsburg,-,1,President,,Republican,No Preference,2
Belmont,-,5,President,,Republican,All Others,1
Wareham,-,3,President,,Republican,Rick Perry,0
Fall River,5,C,President,,Republican,No Preference,0
Barnstable,-,7,President,,Green-Rainbow,All Others,0
Northborough,-,4,President,,Republican,All Others,1
Springfield,4,D,President,,Green-Rainbow,Harley Mikkelson,0
Chicopee,1,A,President,,Republican,Jon Huntsman,0
Arlington,-,10,President,,Democratic,Blank Votes,1
Everett,1,2,President,,Republican,Jon Huntsman,0
Boston,19,12,President,,Republican,Newt Gingrich,1
Dartmouth,-,8,President,,Republican,Total Votes Cast,334
Weston,-,3,President,,Republican,Michele Bachmann,1
Boston,20,1,President,,Democratic,Blank Votes,6
Petersham,-,1,President,,Green-Rainbow,All Others,0
Malden,3,1,President,,Republican,Newt Gingrich,7
Taunton,8,A,President,,Democratic,Total Votes Cast,49
Hampden,-,1,President,,Republican,All Others,0
S. Hadley,-,D,President,,Green-Rainbow,Blank Votes,0
Medfield,-,1,President,,Republican,Jon Huntsman,2
Norwood,-,3,President,,Republican,Rick Perry,2
E. Brookfield,-,1,President,,Democratic,Total Votes Cast,28
Somerville,4,2,President,,Democratic,All Others,2
Clinton,-,4,President,,Green-Rainbow,Blank Votes,0
Boston,20,7,President,,Green-Rainbow,Total Votes Cast,0
Beverly,3,2,President,,Green-Rainbow,Kent Mesplay,0
Boston,20,13,President,,Republican,Jon Huntsman,0
New Salem,-,1,President,,Democratic,Total Votes Cast,55
Weymouth,-,16,President,,Republican,Ron Paul,25
Boston,21,14,President,,Green-Rainbow,No Preference,0
Pittsfield,7,A,President,,Green-Rainbow,Kent Mesplay,0
Fall River,4,B,President,,Republican,Blank Votes,0
Boston,18,14,President,,Green-Rainbow,Kent Mesplay,0
Peru,-,1,President,,Republican,All Others,0
Saugus,-,5,President,,Green-Rainbow,Total Votes Cast,1
Cambridge,1,3,President,,Green-Rainbow,Kent Mesplay,0
Boston,12,3,President,,Democratic,Total Votes Cast,57
Holyoke,5,B,President,,Republican,Ron Paul,6
Lynn,6,4,President,,Green-Rainbow,Harley Mikkelson,0
Gardner,5,A,President,,Democratic,All Others,4
Williamstown,-,1,President,,Republican,Rick Perry,0
Boston,19,3,President,,Green-Rainbow,Kent Mesplay,0
Lynn,4,3,President,,Democratic,No Preference,3
Lynn,7,4,President,,Democratic,Blank Votes,10
Bridgewater,-,7,President,,Republican,Rick Perry,0
Braintree,-,3A,President,,Republican,Michele Bachmann,0
Boston,10,7,President,,Democratic,Blank Votes,0
Auburn,-,3,President,,Green-Rainbow,Blank Votes,0
W. Tisbury,-,1,President,,Democratic,Blank Votes,1
Lenox,-,1,President,,Republican,Total Votes Cast,152
Gloucester,2,2,President,,Democratic,No Preference,6
Bellingham,-,4,President,,Green-Rainbow,Total Votes Cast,0
Cambridge,3,2,President,,Green-Rainbow,Jill E. Stein,2
Weymouth,-,14,President,,Green-Rainbow,All Others,0
Weymouth,-,7,President,,Green-Rainbow,Harley Mikkelson,0
Newbury,-,2,President,,Democratic,Blank Votes,2
Chicopee,9,B,President,,Green-Rainbow,Jill E. Stein,0
Greenfield,-,2,President,,Green-Rainbow,Blank Votes,0
Lynn,3,3,President,,Republican,Rick Perry,0
Saugus,-,3,President,,Green-Rainbow,Total Votes Cast,0
Spencer,-,4,President,,Green-Rainbow,Blank Votes,0
Boston,10,1,President,,Republican,Mitt Romney,8
Becket,-,1,President,,Democratic,Barack Obama,46
Amherst,-,10,President,,Green-Rainbow,No Preference,0
Cambridge,5,3,President,,Republican,Blank Votes,0
Hull,-,3,President,,Republican,Ron Paul,14
Easthampton,-,5,President,,Green-Rainbow,Harley Mikkelson,0
Milford,-,4,President,,Republican,Rick Santorum,20
Amesbury,-,5,President,,Democratic,Barack Obama,26
Southbridge,-,3,President,,Democratic,Barack Obama,33
Longmeadow,-,E,President,,Democratic,Total Votes Cast,58
N. Reading,-,4,President,,Republican,Jon Huntsman,1
Worcester,1,4,President,,Republican,Blank Votes,0
Fitchburg,1,A,President,,Democratic,Total Votes Cast,29
Billerica,-,5,President,,Democratic,Blank Votes,11
Stow,-,2,President,,Green-Rainbow,No Preference,0
Boston,13,6,President,,Green-Rainbow,Jill E. Stein,0
Hanover,-,3,President,,Republican,Rick Perry,0
New Ashford,-,1,President,,Republican,Mitt Romney,5
Upton,-,1,President,,Republican,Rick Perry,1
Watertown,-,2,President,,Green-Rainbow,All Others,0
Westfield,5,B,President,,Republican,Newt Gingrich,13
Westfield,6,B,President,,Green-Rainbow,No Preference,0
Boston,21,16,President,,Green-Rainbow,No Preference,0
Littleton,-,2,President,,Democratic,Blank Votes,3
Concord,-,5,President,,Republican,Total Votes Cast,246
Boston,22,7,President,,Democratic,All Others,1
Easthampton,-,2,President,,Democratic,Barack Obama,31
Lawrence,E,1,President,,Republican,Ron Paul,10
Stockbridge,-,1,President,,Republican,No Preference,0
Auburn,-,5,President,,Democratic,All Others,4
Charlton,-,3,President,,Democratic,All Others,1
Leyden,-,1,President,,Republican,Ron Paul,18
Phillipston,-,1,President,,Republican,Ron Paul,25
Attleboro,2,A,President,,Republican,Michele Bachmann,0
Gardner,2,A,President,,Green-Rainbow,Blank Votes,0
Beverly,3,1,President,,Green-Rainbow,Jill E. Stein,0
Somerville,4,2,President,,Republican,Jon Huntsman,0
Hamilton,-,3,President,,Republican,Ron Paul,23
Berlin,-,1,President,,Green-Rainbow,No Preference,0
Acushnet,-,1,President,,Republican,Mitt Romney,77
New Bedford,3,F,President,,Green-Rainbow,Harley Mikkelson,0
Chelsea,1,4,President,,Green-Rainbow,Jill E. Stein,0
Malden,7,2,President,,Democratic,All Others,5
Newton,7,2,President,,Republican,Blank Votes,0
Boston,4,5,President,,Democratic,Blank Votes,7
Somerville,2,1,President,,Republican,Michele Bachmann,0
Weymouth,-,13,President,,Green-Rainbow,Jill E. Stein,0
Rockland,-,3,President,,Democratic,All Others,0
Hubbardston,-,1,President,,Democratic,No Preference,13
Peabody,4,2,President,,Republican,Ron Paul,4
Bernardston,-,1,President,,Republican,Rick Perry,0
Salem,2,2,President,,Green-Rainbow,No Preference,0
Salem,3,2,President,,Green-Rainbow,Total Votes Cast,0
Lowell,2,2,President,,Republican,Michele Bachmann,0
Brockton,5,A,President,,Democratic,All Others,2
Cambridge,3,1,President,,Green-Rainbow,Total Votes Cast,2
Pittsfield,1,A,President,,Democratic,No Preference,10
Arlington,-,6,President,,Democratic,Barack Obama,63
Plymouth,-,11,President,,Republican,Jon Huntsman,0
Worcester,8,5,President,,Democratic,Barack Obama,31
Brockton,3,D,President,,Democratic,Blank Votes,6
N. Attleborough,-,2,President,,Green-Rainbow,All Others,0
Boston,16,10,President,,Republican,Rick Perry,0
Goshen,-,1,President,,Republican,Ron Paul,8
E. Brookfield,-,1,President,,Democratic,No Preference,3
Boston,7,2,President,,Democratic,Blank Votes,46
Southampton,-,1,President,,Green-Rainbow,Blank Votes,0
Sutton,-,1,President,,Republican,No Preference,1
Braintree,-,3B,President,,Democratic,Blank Votes,13
Hingham,-,2,President,,Green-Rainbow,No Preference,0
Lowell,8,3,President,,Green-Rainbow,No Preference,0
Newton,8,4,President,,Republican,Newt Gingrich,5
Salem,6,2,President,,Green-Rainbow,Jill E. Stein,1
Westborough,-,5,President,,Green-Rainbow,Blank Votes,0
Boston,1,12,President,,Republican,Newt Gingrich,0
Lawrence,D,3,President,,Republican,Newt Gingrich,0
Woburn,5,1,President,,Democratic,Barack Obama,38
Wakefield,-,1,President,,Republican,Rick Perry,1
Boston,13,7,President,,Green-Rainbow,Harley Mikkelson,0
Lynn,3,1,President,,Republican,Ron Paul,13
Rutland,-,1,President,,Democratic,Total Votes Cast,42
Berkley,-,1,President,,Republican,All Others,0
Norwell,-,3,President,,Republican,All Others,1
Springfield,1,H,President,,Democratic,Blank Votes,0
Peabody,6,2,President,,Republican,Ron Paul,14
Boston,2,2,President,,Republican,Rick Perry,0
N. Andover,-,1,President,,Republican,Michele Bachmann,1
Woburn,1,1,President,,Democratic,Blank Votes,3
Melrose,6,1,President,,Republican,Jon Huntsman,0
Barnstable,-,11,President,,Republican,Mitt Romney,353
Salem,5,1,President,,Republican,Blank Votes,0
Montague,-,4,President,,Republican,Michele Bachmann,0
Williamstown,-,2,President,,Green-Rainbow,All Others,0
Lawrence,B,4,President,,Republican,Ron Paul,3
Boston,7,1,President,,Republican,Rick Santorum,11
Boston,5,2,President,,Republican,Newt Gingrich,4
Methuen,-,12,President,,Republican,Rick Perry,0
Weymouth,-,4,President,,Democratic,Barack Obama,59
Boston,11,7,President,,Republican,Jon Huntsman,1
New Bedford,2,C,President,,Democratic,All Others,0
Attleboro,6,B,President,,Republican,Ron Paul,20
Dedham,-,7,President,,Republican,Ron Paul,25
Revere,4,1,President,,Democratic,Barack Obama,36
Walpole,-,5,President,,Green-Rainbow,Kent Mesplay,0
Auburn,-,5,President,,Republican,Michele Bachmann,0
Medfield,-,2,President,,Democratic,Barack Obama,65
Boston,17,13,President,,Republican,Michele Bachmann,0
Brookline,-,5,President,,Green-Rainbow,Kent Mesplay,0
Falmouth,-,3,President,,Republican,Michele Bachmann,1
Winchester,-,4,President,,Republican,Newt Gingrich,8
Quincy,2,5,President,,Republican,Ron Paul,13
Bridgewater,-,4,President,,Green-Rainbow,Kent Mesplay,0
Gardner,5,A,President,,Green-Rainbow,Harley Mikkelson,0
New Bedford,4,E,President,,Green-Rainbow,Harley Mikkelson,0
Ashland,-,3,President,,Republican,Rick Perry,0
Norwell,-,1,President,,Green-Rainbow,All Others,0
Boston,18,7,President,,Republican,Total Votes Cast,25
Wellesley,-,H,President,,Republican,Total Votes Cast,348
Littleton,-,3,President,,Democratic,Barack Obama,74
Hubbardston,-,1,President,,Democratic,Total Votes Cast,70
Lawrence,C,3,President,,Republican,Blank Votes,1
Holyoke,3,A,President,,Green-Rainbow,Blank Votes,0
Methuen,-,5,President,,Republican,Ron Paul,11
Boston,18,13,President,,Democratic,Blank Votes,0
Bedford,-,1,President,,Democratic,All Others,3
Wayland,-,4,President,,Democratic,All Others,1
Upton,-,1,President,,Republican,Total Votes Cast,339
Hingham,-,2,President,,Republican,Ron Paul,20
Saugus,-,5,President,,Green-Rainbow,Blank Votes,0
Fall River,2,A,President,,Green-Rainbow,Jill E. Stein,0
Lynn,1,3,President,,Republican,Newt Gingrich,8
Acton,-,4,President,,Democratic,All Others,2
Northampton,5,B,President,,Green-Rainbow,Total Votes Cast,2
Watertown,-,5,President,,Democratic,Barack Obama,85
Ashland,-,2,President,,Green-Rainbow,No Preference,0
Wareham,-,1,President,,Green-Rainbow,All Others,0
Stoughton,-,5,President,,Republican,Blank Votes,0
Boston,7,6,President,,Democratic,All Others,3
Beverly,4,2,President,,Green-Rainbow,Blank Votes,0
Weston,-,2,President,,Republican,Rick Perry,1
Hubbardston,-,1,President,,Republican,Blank Votes,1
Springfield,7,H,President,,Green-Rainbow,Blank Votes,0
Gloucester,2,2,President,,Republican,Total Votes Cast,69
Marlborough,5,2,President,,Green-Rainbow,Total Votes Cast,2
Raynham,-,1A,President,,Republican,Michele Bachmann,0
Somerville,4,2,President,,Republican,Rick Perry,0
Quincy,1,2,President,,Democratic,Barack Obama,52
Boston,18,21,President,,Green-Rainbow,Harley Mikkelson,0
Marblehead,-,1,President,,Republican,Michele Bachmann,0
Lowell,4,3,President,,Democratic,Total Votes Cast,34
Marblehead,-,1,President,,Democratic,No Preference,1
Gloucester,1,1,President,,Democratic,Barack Obama,68
Lynn,3,3,President,,Democratic,Blank Votes,5
Springfield,5,A,President,,Democratic,No Preference,2
Waltham,7,2,President,,Republican,No Preference,0
Chelsea,3,3,President,,Green-Rainbow,Harley Mikkelson,0
New Bedford,5,F,President,,Democratic,Total Votes Cast,88
Westfield,2,A,President,,Republican,All Others,0
Shelburne,-,1,President,,Republican,Total Votes Cast,104
Falmouth,-,6,President,,Democratic,No Preference,5
Peabody,6,2,President,,Republican,Newt Gingrich,8
Mashpee,-,1,President,,Green-Rainbow,Jill E. Stein,0
Northampton,3,B,President,,Republican,Rick Perry,0
Springfield,2,A,President,,Green-Rainbow,No Preference,0
TOTALS,,,President,,Republican,Mitt Romney,266313
Taunton,4,B,President,,Republican,Rick Perry,1
Woburn,4,1,President,,Republican,Total Votes Cast,193
Rockland,-,4,President,,Republican,No Preference,0
Raynham,-,1A,President,,Republican,Rick Perry,0
Medford,6,2,President,,Green-Rainbow,Harley Mikkelson,0
Tisbury,-,1,President,,Green-Rainbow,Blank Votes,0
Salem,2,1,President,,Republican,Total Votes Cast,139
Danvers,-,6,President,,Republican,Rick Perry,1
Quincy,2,2,President,,Green-Rainbow,Harley Mikkelson,0
Lynn,5,3,President,,Republican,All Others,0
Boston,18,21,President,,Republican,Rick Santorum,0
Ware,-,C,President,,Green-Rainbow,Jill E. Stein,0
Charlemont,-,1,President,,Republican,Mitt Romney,21
Athol,-,1,President,,Green-Rainbow,Blank Votes,0
Boston,13,10,President,,Republican,Ron Paul,16
Fall River,2,B,President,,Democratic,Blank Votes,2
Attleboro,4,B,President,,Green-Rainbow,Jill E. Stein,0
Canton,-,4,President,,Republican,No Preference,2
Dennis,-,2,President,,Republican,Ron Paul,21
Boston,5,5,President,,Green-Rainbow,Jill E. Stein,0
Boston,15,4,President,,Green-Rainbow,Harley Mikkelson,0
Swansea,-,5,President,,Republican,No Preference,0
Everett,3,2,President,,Democratic,All Others,1
Hudson,-,1,President,,Republican,Jon Huntsman,3
N. Attleborough,-,3,President,,Green-Rainbow,No Preference,0
Lowell,11,1,President,,Republican,Blank Votes,0
Fitchburg,5,B,President,,Republican,Rick Santorum,11
Boston,20,19,President,,Republican,No Preference,0
Medford,7,1,President,,Green-Rainbow,No Preference,0
Cambridge,9,2,President,,Green-Rainbow,All Others,0
Westborough,-,3,President,,Green-Rainbow,Jill E. Stein,0
Weston,-,2,President,,Democratic,All Others,0
New Bedford,6,F,President,,Republican,Newt Gingrich,4
Monson,-,C,President,,Democratic,Barack Obama,36
Kingston,-,1,President,,Green-Rainbow,Blank Votes,0
Milton,-,7,President,,Green-Rainbow,Blank Votes,0
New Marlborough,-,1,President,,Green-Rainbow,Kent Mesplay,0
Boston,21,14,President,,Republican,Rick Perry,0
Quincy,4,5,President,,Republican,No Preference,0
Holyoke,7,B,President,,Democratic,Total Votes Cast,64
Boston,17,6,President,,Green-Rainbow,Jill E. Stein,0
Dedham,-,1,President,,Republican,Jon Huntsman,0
Alford,-,1,President,,Republican,No Preference,0
Barre,-,2,President,,Democratic,Blank Votes,2
New Bedford,1,C,President,,Republican,No Preference,0
Stoughton,-,6,President,,Republican,Total Votes Cast,294
Boston,20,14,President,,Republican,Ron Paul,9
Easton,-,6,President,,Green-Rainbow,All Others,0
Arlington,-,4,President,,Republican,Total Votes Cast,89
Taunton,6,B,President,,Republican,Rick Santorum,19
Worcester,1,4,President,,Republican,No Preference,4
Scituate,-,3,President,,Green-Rainbow,Harley Mikkelson,0
Waltham,8,2,President,,Green-Rainbow,All Others,0
Wrentham,-,3,President,,Green-Rainbow,No Preference,0
Newburyport,1,P,President,,Democratic,Barack Obama,22
Blackstone,-,2,President,,Republican,Rick Perry,1
Quincy,5,4,President,,Democratic,Total Votes Cast,110
Medway,-,2,President,,Democratic,Barack Obama,71
Harvard,-,1,President,,Republican,Newt Gingrich,21
Springfield,8,D,President,,Republican,All Others,0
Lancaster,-,2,President,,Green-Rainbow,Blank Votes,0
Boston,21,2,President,,Republican,Rick Santorum,2
Greenfield,-,5,President,,Republican,No Preference,1
W. Bridgewater,-,1,President,,Green-Rainbow,Kent Mesplay,0
Duxbury,-,1,President,,Republican,Newt Gingrich,6
Brockton,5,B,President,,Republican,Ron Paul,10
Stoughton,-,8,President,,Green-Rainbow,Harley Mikkelson,0
Brookline,-,13,President,,Democratic,All Others,0
Holliston,-,3,President,,Republican,Blank Votes,0
Winchester,-,3,President,,Democratic,Barack Obama,125
Littleton,-,1,President,,Green-Rainbow,All Others,0
Malden,3,1,President,,Green-Rainbow,Total Votes Cast,0
Watertown,-,4,President,,Green-Rainbow,Blank Votes,0
Waltham,5,1,President,,Republican,Rick Santorum,32
Winthrop,-,1,President,,Green-Rainbow,Total Votes Cast,0
Hanson,-,3,President,,Green-Rainbow,Kent Mesplay,0
Grafton,-,4,President,,Democratic,Barack Obama,28
Bedford,-,4,President,,Green-Rainbow,Blank Votes,0
Somerset,-,3,President,,Democratic,No Preference,12
Barnstable,-,1,President,,Green-Rainbow,Total Votes Cast,1
Holyoke,5,B,President,,Republican,Newt Gingrich,7
Brockton,5,B,President,,Green-Rainbow,Blank Votes,0
Braintree,-,2A,President,,Republican,Mitt Romney,201
Uxbridge,-,4,President,,Green-Rainbow,No Preference,0
Millville,-,1,President,,Republican,Rick Perry,1
Tewksbury,-,3A,President,,Green-Rainbow,No Preference,0
Westford,-,3,President,,Republican,Blank Votes,1
Hanover,-,3,President,,Republican,Ron Paul,15
Plymouth,-,4,President,,Democratic,Blank Votes,4
Dennis,-,3,President,,Green-Rainbow,All Others,0
Boston,14,8,President,,Republican,All Others,0
Worcester,4,4,President,,Republican,Blank Votes,0
Mansfield,-,2,President,,Republican,Rick Perry,1
Seekonk,-,4,President,,Republican,All Others,2
Great Barrington,-,D,President,,Green-Rainbow,Jill E. Stein,0
Brockton,6,C,President,,Republican,No Preference,1
